,0,1
0,32.8158235,-96.75232179999999
1,32.8158235,-96.75232179999999
2,32.8158235,-96.75232179999999
3,32.8557701,-96.7496943
4,32.8158235,-96.75232179999999
5,32.8158235,-96.75232179999999
6,32.8166552,-96.7693826
7,32.8166552,-96.7693826
8,32.8166552,-96.7693826
9,32.8166552,-96.7693826
10,32.822539,-96.789751
11,32.822539,-96.789751
12,32.81446999999999,-96.82696399999999
13,32.81446999999999,-96.82696399999999
14,32.81446999999999,-96.82696399999999
15,32.81446999999999,-96.82696399999999
16,32.81446999999999,-96.82696399999999
17,32.81446999999999,-96.82696399999999
18,32.81446999999999,-96.82696399999999
19,32.81446999999999,-96.82696399999999
20,32.81446999999999,-96.82696399999999
21,32.8358317,-96.82902109999999
22,32.8358317,-96.82902109999999
23,32.8567135,-96.8644473
24,32.8358317,-96.82902109999999
25,32.8358317,-96.82902109999999
26,32.8205285,-96.8144154
27,32.7957717,-96.8014943
28,32.81446999999999,-96.82696399999999
29,32.8205285,-96.8144154
30,32.8358317,-96.82902109999999
31,32.8205285,-96.8144154
32,32.8358317,-96.82902109999999
33,32.8205285,-96.8144154
34,32.8205285,-96.8144154
35,32.8205285,-96.8144154
36,32.8205285,-96.8144154
37,32.8205285,-96.8144154
38,32.8205285,-96.8144154
39,32.8205285,-96.8144154
40,32.80069050000001,-96.7941558
41,32.822539,-96.789751
42,32.8205285,-96.8144154
43,32.80069050000001,-96.7941558
44,32.80069050000001,-96.7941558
45,32.80069050000001,-96.7941558
46,32.822539,-96.789751
47,32.822539,-96.789751
48,32.822539,-96.789751
49,32.822539,-96.789751
50,32.822539,-96.789751
51,32.8037978,-96.77411479999999
52,32.79857229999999,-96.77822359999999
53,32.8037978,-96.77411479999999
54,32.822539,-96.789751
55,32.8148346,-96.77055899999999
56,32.8086525,-96.77078329999999
57,32.8086525,-96.77078329999999
58,32.8166552,-96.7693826
59,32.822539,-96.789751
60,32.8148346,-96.77055899999999
61,32.8148346,-96.77055899999999
62,32.8086525,-96.77078329999999
63,32.8166552,-96.7693826
64,32.8148346,-96.77055899999999
65,32.8158235,-96.75232179999999
66,32.8158235,-96.75232179999999
67,32.8158235,-96.75232179999999
68,32.801436,-96.7127132
69,32.8158235,-96.75232179999999
70,32.8158235,-96.75232179999999
71,32.7926012,-96.7473885
72,32.7926012,-96.7473885
73,32.7926012,-96.7473885
74,32.7926012,-96.7473885
75,32.8158235,-96.75232179999999
76,32.8158235,-96.75232179999999
77,32.8158235,-96.75232179999999
78,32.7939546,-96.7633386
79,32.80720069999999,-96.7697614
80,32.7939546,-96.7633386
81,32.80720069999999,-96.7697614
82,32.80720069999999,-96.7697614
83,32.80720069999999,-96.7697614
84,32.8158235,-96.75232179999999
85,32.79923300000001,-96.775712
86,32.7943345,-96.7754435
87,32.7939546,-96.7633386
88,32.7939546,-96.7633386
89,32.8037978,-96.77411479999999
90,32.8037978,-96.77411479999999
91,32.79857229999999,-96.77822359999999
92,32.80720069999999,-96.7697614
93,32.79923300000001,-96.775712
94,32.79923300000001,-96.775712
95,32.7943345,-96.7754435
96,32.80069050000001,-96.7941558
97,32.80069050000001,-96.7941558
98,32.7957717,-96.8014943
99,32.80069050000001,-96.7941558
100,32.7957717,-96.8014943
101,32.80069050000001,-96.7941558
102,32.7957717,-96.8014943
