,0,1
0,32.828004,-96.70975469999999
1,32.8361038,-96.7533946
2,32.8361038,-96.7533946
3,32.8361038,-96.7533946
4,32.8361038,-96.7533946
5,32.8361038,-96.7533946
6,32.8361038,-96.7533946
7,32.8361038,-96.7533946
8,32.8361038,-96.7533946
9,32.8273559,-96.78562409999999
10,32.8273559,-96.78562409999999
11,32.8273559,-96.78562409999999
12,32.8120702,-96.83274569999999
13,32.8130388,-96.8245152
14,32.8130388,-96.8245152
15,32.8153258,-96.8328088
16,32.8153258,-96.8328088
17,32.8130388,-96.8245152
18,32.8130388,-96.8245152
19,32.8130388,-96.8245152
20,32.8130388,-96.8245152
21,32.832703,-96.862071
22,32.832703,-96.862071
23,32.832703,-96.862071
24,32.832703,-96.862071
25,32.82327060000001,-96.8461555
26,32.8188691,-96.8142432
27,32.8020441,-96.8141423
28,32.8020441,-96.81439379999999
29,32.81320670000001,-96.80466469999999
30,32.8188691,-96.8142432
31,32.8188691,-96.8142432
32,32.8153258,-96.8328088
33,32.8188691,-96.8142432
34,32.8188691,-96.8142432
35,32.8188982,-96.811979
36,32.8188982,-96.811979
37,32.8188691,-96.8142432
38,32.8188982,-96.811979
39,32.81320670000001,-96.80466469999999
40,32.8028111,-96.8038278
41,32.81320670000001,-96.80466469999999
42,32.81320670000001,-96.80466469999999
43,32.81320670000001,-96.80466469999999
44,32.81320670000001,-96.80466469999999
45,32.8042401,-96.7950097
46,32.8273559,-96.78562409999999
47,32.81720159999999,-96.7879773
48,32.81720159999999,-96.7879773
49,32.81720159999999,-96.7879773
50,32.81720159999999,-96.7879773
51,32.8102594,-96.77197509999999
52,32.797219,-96.785007
53,32.8102594,-96.77197509999999
54,32.81720159999999,-96.7879773
55,32.81720159999999,-96.7879773
56,32.8102594,-96.77197509999999
57,32.8102594,-96.77197509999999
58,32.8102594,-96.77197509999999
59,32.82275,-96.786171
60,32.82275,-96.786171
61,32.8102594,-96.77197509999999
62,32.8102594,-96.77197509999999
63,32.8102594,-96.77197509999999
64,32.8102594,-96.77197509999999
65,32.8361038,-96.7533946
66,32.8102594,-96.77197509999999
67,32.8102594,-96.77197509999999
68,32.828004,-96.70975469999999
69,32.80516100000001,-96.7703118
70,32.80516100000001,-96.7703118
71,32.80516100000001,-96.7703118
72,32.80516100000001,-96.7703118
73,32.80516100000001,-96.7703118
74,32.80516100000001,-96.7703118
75,32.80516100000001,-96.7703118
76,32.80516100000001,-96.7703118
77,32.80516100000001,-96.7703118
78,32.80516100000001,-96.7703118
79,32.80516100000001,-96.7703118
80,32.80516100000001,-96.7703118
81,32.80516100000001,-96.7703118
82,32.80516100000001,-96.7703118
83,32.80516100000001,-96.7703118
84,32.80516100000001,-96.7703118
85,32.80516100000001,-96.7703118
86,32.7906788,-96.77591749999999
87,32.7906788,-96.77591749999999
88,32.7906788,-96.77591749999999
89,32.80516100000001,-96.7703118
90,32.80516100000001,-96.7703118
91,32.797219,-96.785007
92,32.80516100000001,-96.7703118
93,32.80516100000001,-96.7703118
94,32.80516100000001,-96.7703118
95,32.7914815,-96.77877099999999
96,32.797219,-96.785007
97,32.797219,-96.785007
98,32.7902774,-96.7995148
99,32.8028111,-96.8038278
100,32.7944828,-96.7998697
101,32.7944828,-96.7998697
102,32.7944828,-96.7998697
103,32.7902774,-96.7995148
104,32.8028111,-96.8038278
105,32.8028111,-96.8038278
106,32.79338699999999,-96.804653
107,32.79338699999999,-96.804653
108,32.7608097,-96.82339119999999
109,32.7608097,-96.82339119999999
110,32.7509939,-96.80731829999999
111,32.7585647,-96.8255638
112,32.7509939,-96.80731829999999
113,32.7792837,-96.8075537
114,32.782268,-96.7967575
115,32.7914389,-96.78191059999999
116,32.7881869,-96.78103039999999
117,32.80516100000001,-96.7703118
118,32.7873182,-96.7743722
119,32.80516100000001,-96.7703118
120,32.7873182,-96.7743722
121,32.7873182,-96.7743722
122,32.7873182,-96.7743722
123,32.7873182,-96.7743722
124,32.7873182,-96.7743722
125,32.7873182,-96.7743722
126,32.7873182,-96.7743722
127,32.7873182,-96.7743722
128,32.7873182,-96.7743722
129,32.7873182,-96.7743722
130,32.782268,-96.7967575
131,32.7790911,-96.8002704
132,32.7762816,-96.79736690000001
133,32.7766642,-96.79698789999999
134,32.7873182,-96.7743722
135,32.7873182,-96.7743722
136,32.7873182,-96.7743722
137,32.7873182,-96.7743722
138,32.7206898,-96.7791599
139,32.7873182,-96.7743722
140,32.7873182,-96.7743722
141,32.7873182,-96.7743722
142,32.7873182,-96.7743722
143,32.7206898,-96.7791599
144,32.7206898,-96.7791599
145,32.7762816,-96.79736690000001
146,32.7206898,-96.7791599
147,32.7509939,-96.80731829999999
148,32.7509939,-96.80731829999999
149,32.7612901,-96.826061
