,0,1
0,32.7976199,-96.69327419999999
1,32.7976199,-96.69327419999999
2,32.8172016,-96.7879773
3,32.8172016,-96.7879773
4,32.8172016,-96.7879773
5,32.8172016,-96.7879773
6,32.8172016,-96.7879773
7,32.8172016,-96.7879773
8,32.8172016,-96.7879773
9,32.8172016,-96.7879773
10,32.8172016,-96.7879773
11,32.8172016,-96.7879773
12,32.8127674,-96.8353245
13,32.8112513,-96.8370269
14,32.8112513,-96.8370269
15,32.8112513,-96.8370269
16,32.8112513,-96.8370269
17,32.8112513,-96.8370269
18,32.8112513,-96.8370269
19,32.8112513,-96.8370269
20,32.8112513,-96.8370269
21,32.820355,-96.849149
22,32.820355,-96.849149
23,32.8394081,-96.8679458
24,32.8394081,-96.8679458
25,32.820355,-96.849149
26,32.8112513,-96.8370269
27,32.8172016,-96.7879773
28,32.8107052,-96.83853859999999
29,32.8107052,-96.83853859999999
30,32.8112513,-96.8370269
31,32.8112513,-96.8370269
32,32.8112513,-96.8370269
33,32.8112513,-96.8370269
34,32.8112513,-96.8370269
35,32.8172016,-96.7879773
36,32.8172016,-96.7879773
37,32.8112513,-96.8370269
38,32.8172016,-96.7879773
39,32.8172016,-96.7879773
40,32.8172016,-96.7879773
41,32.8172016,-96.7879773
42,32.8172016,-96.7879773
43,32.8172016,-96.7879773
44,32.8172016,-96.7879773
45,32.8172016,-96.7879773
46,32.8172016,-96.7879773
47,32.8172016,-96.7879773
48,32.8172016,-96.7879773
49,32.8172016,-96.7879773
50,32.8172016,-96.7879773
51,32.8172016,-96.7879773
52,32.8172016,-96.7879773
53,32.8172016,-96.7879773
54,32.8172016,-96.7879773
55,32.8172016,-96.7879773
56,32.8172016,-96.7879773
57,32.8172016,-96.7879773
58,32.8172016,-96.7879773
59,32.8172016,-96.7879773
60,32.8172016,-96.7879773
61,32.8172016,-96.7879773
62,32.8172016,-96.7879773
63,32.8172016,-96.7879773
64,32.8172016,-96.7879773
65,32.8172016,-96.7879773
66,32.8172016,-96.7879773
67,32.8172016,-96.7879773
68,32.7976199,-96.69327419999999
69,32.7902248,-96.7793729
70,32.7976199,-96.69327419999999
71,32.7902248,-96.7793729
72,32.7902248,-96.7793729
73,32.7902248,-96.7793729
74,32.7902248,-96.7793729
75,32.7902248,-96.7793729
76,32.7902248,-96.7793729
77,32.7902248,-96.7793729
78,32.7902248,-96.7793729
79,32.7902248,-96.7793729
80,32.7902248,-96.7793729
81,32.7902248,-96.7793729
82,32.7902248,-96.7793729
83,32.8172016,-96.7879773
84,32.7902248,-96.7793729
85,32.7902248,-96.7793729
86,32.7906788,-96.77591749999999
87,32.7902248,-96.7793729
88,32.7902248,-96.7793729
89,32.8172016,-96.7879773
90,32.7902248,-96.7793729
91,32.7902248,-96.7793729
92,32.7902248,-96.7793729
93,32.7902248,-96.7793729
94,32.7902248,-96.7793729
95,32.7902248,-96.7793729
96,32.7902248,-96.7793729
97,32.7902248,-96.7793729
98,32.7902774,-96.7995148
99,32.8172016,-96.7879773
100,32.7902248,-96.7793729
101,32.7902248,-96.7793729
102,32.7902248,-96.7793729
103,32.7902774,-96.7995148
104,32.8172016,-96.7879773
105,32.8172016,-96.7879773
106,32.7902248,-96.7793729
107,32.7902248,-96.7793729
108,32.7902248,-96.7793729
109,32.7902248,-96.7793729
110,32.7902248,-96.7793729
111,32.7902248,-96.7793729
112,32.7902248,-96.7793729
113,32.7902248,-96.7793729
114,32.7902248,-96.7793729
115,32.7902248,-96.7793729
116,32.7881869,-96.78103039999999
117,32.7902248,-96.7793729
118,32.7902248,-96.7793729
119,32.7902248,-96.7793729
120,32.7902248,-96.7793729
121,32.7902248,-96.7793729
122,32.7902248,-96.7793729
123,32.7902248,-96.7793729
124,32.7902248,-96.7793729
125,32.7902248,-96.7793729
