,transit
409,6852
410,7898
411,7719
412,7274
413,7706
414,7407
415,7082
416,6620
417,0
418,0
419,8399
420,7758
421,31457
422,0
423,5084
424,5035
425,4141
426,3202
427,5542
428,6328
429,5376
430,6050
431,6220
432,5075
433,6164
434,5564
435,6454
436,6430
437,6027
438,7012
439,5825
440,6007
441,5352
442,5523
443,6000
444,6051
445,5718
446,5025
447,3858
448,2658
449,2322
450,2294
451,3049
452,6856
453,6299
454,5459
455,5347
456,5969
457,6920
458,6468
459,6683
460,5842
461,3955
462,2216
463,2130
464,3045
465,2994
466,4375
467,3790
468,4193
469,5564
470,4521
471,4805
472,6872
473,6729
474,8332
475,7488
476,8494
477,7909
478,8065
479,7381
480,7584
481,7434
482,7780
483,5981
484,6568
485,8182
486,9113
487,7005
488,6918
489,6532
490,7465
491,6785
492,5923
493,6476
494,6354
495,7712
496,6523
497,5051
498,5312
499,5640
500,0
501,7029
502,7556
503,22655
504,0
505,6368
506,4600
507,2254
508,3086
509,2860
510,2258
511,2262
512,3384
513,4370
514,5248
515,3922
516,3054
517,4695
518,4204
519,4051
520,5181
521,4496
522,5021
523,5377
524,2161
525,2920
526,2402
527,4833
528,5487
529,4059
530,4625
531,2557
532,2557
533,2121
534,2256
535,1839
536,2468
537,2283
538,4375
539,4165
540,1110
541,6895
542,5914
543,6043
544,5660
545,6357
546,5296
547,6186
548,4990
549,6081
550,5560
551,4686
552,8999
553,7874
554,6613
555,4795
556,3983
557,6360
558,6018
559,5514
560,5130
561,6388
562,6406
563,6032
564,6177
565,6508
566,5542
567,4139
568,5486
569,5702
570,6522
571,8413
572,6209
573,6486
574,7976
575,7898
576,7851
577,6861
578,2559
579,5336
580,4785
581,5061
582,4860
583,3411
584,4329
585,4659
586,7864
587,8988
588,6776
589,6457
590,7883
591,6564
592,7853
593,7153
594,7585
595,5833
596,5955
597,6902
598,6757
599,7831
600,6757
601,4598
602,4649
603,5020
604,4197
605,7180
606,7566
607,7599
608,7102
609,6963
610,7015
611,5420
612,4281
613,3184
614,4472
615,3113
616,5056
617,4988
618,5666
619,4865
620,5510
621,5786
622,6028
623,5688
624,5503
625,5555
626,6099
627,3137
628,3710
629,3223
630,3285
631,3251
632,3041
633,4633
634,5459
635,6234
636,7702
637,4543
638,5562
639,6404
640,5773
641,6293
642,5465
643,5932
644,5178
645,6197
646,4743
647,0
648,29019
649,6532
650,3979
651,4787
652,4676
653,5750
654,7077
655,6225
656,4662
657,6741
658,6094
659,4222
660,1522
661,5509
662,3527
663,2132
664,7519
665,5716
666,7180
667,5966
668,5942
669,5180
670,5814
671,3920
672,0
673,4216
674,3925
675,1766
676,3054
677,1361
678,4999
679,6436
680,5311
681,4038
682,4447
683,5059
684,4310
685,5986
686,2718
687,3429
688,4158
689,3795
690,4336
691,4319
692,4641
693,4698
694,4417
695,4847
696,4772
697,2631
698,1989
699,3421
700,3742
701,3594
702,5611
703,4783
704,2250
705,1866
706,2189
707,2055
708,6655
709,6503
710,6446
711,5278
712,6597
713,4604
714,5114
715,5178
716,5548
717,4887
718,5831
719,6965
720,19033
721,4923
722,4248
723,4177
724,4053
725,4447
726,4467
727,4814
728,3680
729,5403
730,4383
731,4817
732,0
733,4208
734,5363
735,5270
736,5732
737,1904
738,7209
739,5224
740,5161
741,3943
742,3593
743,4151
744,3912
745,4195
746,4990
747,3808
748,4761
749,4364
750,4706
751,1240
752,1733
753,1229
754,2524
755,5122
756,5819
757,5415
758,4780
759,0
760,6901
761,2890
762,3887
763,3481
764,5303
765,3952
766,4180
767,3661
768,4015
769,3704
770,5047
771,4116
772,1276
773,4834
774,4049
775,4265
776,1000
777,1116
778,2249
779,1483
780,4822
781,5995
782,4298
783,20458
784,2695
785,4380
786,4599
787,4715
788,4421
789,5469
790,890
791,4926
792,3837
793,0
794,5944
795,4264
796,3880
797,4716
798,3695
799,4088
800,4417
801,4580
802,4423
803,3930
804,4187
805,4297
806,4066
807,4666
808,4337
809,4062
810,4561
811,4877
812,5108
813,5189
814,5120
815,4453
816,4603
817,4466
818,1963
819,1264
820,1640
821,2240
822,5052
823,3421
824,4945
825,5696
826,4777
827,4706
828,5149
829,5787
830,4559
831,4942
832,1969
833,2102
834,1692
835,1244
836,1746
837,1650
838,920
839,1957
840,6009
841,7597
842,7256
843,5231
844,4716
845,5231
846,4733
847,5269
848,4849
849,4794
850,5429
851,5632
852,5465
853,5167
854,8807
855,7944
856,8184
857,0
858,0
859,5296
860,4010
861,4138
862,3485
863,4456
864,3930
865,4695
866,4464
867,4894
868,3648
869,4672
870,3090
871,4172
872,4844
873,4380
874,4973
875,4734
876,5047
877,5436
878,1500
879,6213
880,3723
881,5117
882,5128
883,5004
884,5995
885,5824
886,6057
887,4330
888,4356
889,1885
890,2193
891,5981
892,6024
893,4848
894,5620
895,4323
896,5267
897,5973
898,5528
899,4891
900,7178
901,5067
902,6007
903,5979
904,0
905,0
906,5862
907,4143
908,4262
909,4213
910,4102
911,4504
912,4485
913,3908
914,4467
915,3902
916,4477
917,4293
918,5215
919,3459
920,3445
921,1653
922,1746
923,1643
924,2273
925,4544
926,3760
927,4239
928,4378
929,5158
930,5236
931,1166
932,1788
933,1738
934,1489
935,2230
936,3127
937,6946
938,4968
939,5508
940,4033
941,4221
942,5683
943,5234
944,5477
945,5149
946,4562
947,4295
948,4493
949,0
950,0
951,0
952,8156
953,8261
954,0
955,0
956,4151
957,2649
958,4696
959,4469
960,4635
961,4815
962,4889
963,4965
964,1610
965,1806
966,1742
967,5753
968,5994
969,5944
970,6568
971,2729
972,2840
973,1950
974,4353
975,5114
976,4174
977,3821
978,4913
979,5065
980,5021
981,4225
982,4495
983,5674
984,4382
985,2061
986,1747
987,5318
988,4665
989,5130
990,5616
991,5778
992,4932
993,4894
994,1693
995,1385
996,1033
997,1977
998,1898
999,1622
1000,1447
1001,1496
1002,1859
1003,1587
1004,3258
1005,3758
1006,3182
1007,4727
1008,5394
1009,6085
1010,6657
1011,7298
1012,7970
1013,5804
1014,5445
1015,6115
1016,5392
1017,5414
1018,5325
1019,5633
1020,5508
1021,5528
1022,5777
1023,5652
1024,5980
1025,5502
1026,5170
1027,5085
1028,3276
1029,0
1030,7705
1031,6102
1032,5593
1033,2739
1034,2632
1035,4005
1036,4298
1037,4784
1038,4755
1039,5048
1040,5211
1041,1885
1042,6165
1043,5731
1044,5790
1045,5600
1046,2511
1047,1789
1048,1535
1049,1575
1050,5976
1051,5214
1052,4996
1053,5710
1054,4452
1055,4120
1056,4503
1057,5336
1058,2614
1059,4197
1060,4620
1061,4085
1062,6179
1063,4537
1064,5603
1065,5269
1066,2903
1067,4863
1068,3912
1069,4863
1070,4367
1071,4626
1072,5507
1073,4799
1074,4137
1075,4136
1076,3883
1077,3337
1078,1212
1079,1137
1080,1109
1081,5207
1082,2977
1083,4338
1084,4638
1085,3360
1086,2932
1087,6002
1088,6339
1089,5565
1090,4913
1091,6288
1092,2688
1093,2536
1094,2971
1095,2197
1096,2099
1097,1369
1098,2444
1099,2155
1100,2149
1101,5185
1102,6433
1103,6210
1104,7004
1105,5254
1106,5748
1107,6502
1108,6141
1109,5945
1110,5015
1111,5827
1112,5616
1113,5744
1114,4977
1115,5549
1116,5745
1117,3774
1118,0
1119,5691
1120,6751
1121,1756
1122,4329
1123,4739
1124,4945
1125,5427
1126,5471
1127,4553
1128,5253
1129,4652
1130,1795
1131,1613
1132,5604
1133,5320
1134,16824
1135,0
1136,2972
1137,4436
1138,4938
1139,4452
1140,4852
1141,5314
1142,6024
1143,4930
1144,1244
1145,3471
1146,4980
1147,5292
1148,2419
1149,2035
1150,2638
1151,3883
1152,6658
1153,6087
1154,5894
1155,6171
1156,6134
1157,4429
1158,5268
1159,5177
1160,4486
1161,4653
1162,4916
1163,5212
1164,3823
1165,0
1166,0
1167,6194
1168,0
1169,5217
1170,6153
1171,4233
1172,4082
1173,4154
1174,6524
1175,5341
1176,4603
1177,6491
1178,5380
1179,1621
1180,6003
1181,6170
1182,6481
1183,7351
1184,5922
1185,5898
1186,3642
1187,4221
1188,4545
1189,4445
1190,4683
1191,4815
1192,4679
1193,4545
1194,5685
1195,4899
1196,1387
1197,990
1198,1739
1199,6691
1200,4632
1201,4417
1202,5204
1203,5449
1204,5147
1205,5954
1206,3256
1207,3377
1208,3477
1209,3011
1210,2920
1211,2140
1212,642
1213,3650
1214,4781
1215,6289
1216,6250
1217,6172
1218,5356
1219,6506
1220,4587
1221,5087
1222,5408
1223,5252
1224,5417
1225,5267
1226,5339
1227,29818
1228,7036
1229,0
1230,5357
1231,5830
1232,5603
1233,5112
1234,3604
1235,4085
1236,3901
1237,5799
1238,5777
1239,5316
1240,4762
1241,5475
1242,3932
1243,4875
1244,5010
1245,5310
1246,5599
1247,4633
1248,4939
1249,6409
1250,5165
1251,5371
1252,5521
1253,5513
1254,6241
1255,6547
1256,5304
1257,7214
1258,7241
1259,5611
1260,5676
1261,5892
1262,7411
1263,4587
1264,4951
1265,2781
1266,1495
1267,1964
1268,4954
1269,7821
1270,7195
1271,6464
1272,6959
1273,6744
1274,6607
1275,6253
1276,4473
1277,5167
1278,3290
1279,2905
1280,2901
1281,2478
1282,3439
1283,1870
1284,4152
1285,6542
1286,6878
1287,6983
1288,7450
1289,6195
1290,5836
1291,7507
1292,6548
1293,6533
1294,4693
1295,5821
1296,5739
1297,6787
1298,5617
1299,5015
1300,5470
1301,9252
1302,6258
1303,6111
1304,18092
1305,0
1306,0
1307,6765
1308,6645
1309,0
1310,4191
1311,4316
1312,4726
1313,5189
1314,2115
1315,3998
1316,4641
1317,4483
1318,4484
1319,5495
1320,1206
1321,5346
1322,4549
1323,6471
1324,4925
1325,6290
1326,5929
1327,4680
1328,2750
1329,3568
1330,3614
1331,4535
1332,7177
1333,7072
1334,7101
1335,6556
1336,5083
1337,5047
1338,5254
1339,5405
1340,6654
1341,5485
1342,2935
1343,5273
1344,7343
1345,3422
1346,1661
1347,7759
1348,6827
1349,6507
1350,7109
1351,6595
1352,2026
1353,2540
1354,2742
1355,2664
1356,2237
1357,3298
1358,4356
1359,4407
1360,3924
1361,5129
1362,4752
1363,4295
1364,4511
1365,3903
1366,3399
1367,4464
1368,3944
1369,4066
1370,4297
1371,4355
1372,5010
1373,5077
1374,4425
1375,4912
1376,4317
1377,4201
1378,4750
1379,4696
1380,4318
1381,5016
1382,4925
1383,5538
1384,5101
1385,5025
1386,4797
1387,5063
1388,5327
1389,5377
1390,4921
1391,3861
1392,4024
1393,4755
1394,4931
1395,1422
1396,984
1397,1378
1398,1712
1399,3803
1400,4259
1401,5312
1402,4955
1403,4158
1404,4599
1405,4454
1406,5182
1407,5023
1408,5161
1409,4904
1410,5010
1411,4431
1412,5086
1413,4709
1414,5550
1415,5625
1416,5686
1417,5744
1418,6604
1419,6758
1420,6261
1421,6234
1422,6204
1423,4969
1424,3646
1425,3266
1426,3252
1427,3168
1428,3121
1429,2863
1430,2735
1431,3623
1432,3084
1433,3826
1434,5507
1435,8106
1436,5650
1437,6021
1438,6014
1439,6175
1440,6756
1441,5928
1442,4975
1443,5428
1444,5639
1445,5686
1446,5517
1447,7001
1448,0
1449,6245
1450,5675
1451,6047
1452,6687
1453,6582
1454,6632
1455,4263
1456,5001
1457,4412
1458,5312
1459,5632
1460,5620
1461,5511
1462,5383
1463,5534
1464,4806
1465,5853
1466,7295
1467,6789
1468,6312
1469,0
1470,18033
1471,17613
1472,17658
1473,7135
1474,0
1475,0
1476,5348
1477,4957
1478,5475
1479,5754
1480,5576
1481,3846
1482,4296
1483,4567
1484,3334
1485,5911
1486,0
1487,4963
1488,2113
1489,1835
1490,4578
1491,4763
1492,4832
1493,4694
1494,4793
1495,5055
1496,5198
1497,4591
1498,4707
1499,4562
1500,4950
1501,4923
1502,4163
1503,1605
1504,1229
1505,3606
1506,5195
1507,5344
1508,5386
1509,5142
1510,5183
1511,5007
1512,5230
1513,2600
1514,1015
1515,3357
1516,6072
1517,5481
1518,5157
1519,5858
1520,6511
1521,5308
1522,5779
1523,5250
1524,3220
1525,7747
1526,3900
1527,17611
1528,0
1529,0
1530,5575
1531,3720
1532,2419
1533,4322
1534,4084
1535,5101
1536,2679
1537,4069
1538,4723
1539,4183
1540,4040
1541,4848
1542,4559
1543,4665
1544,4277
1545,4638
1546,5106
1547,4442
1548,4233
1549,1103
1550,706
1551,835
1552,727
1553,1371
1554,3315
1555,5151
1556,2622
1557,1968
1558,3772
1559,5515
1560,5148
1561,5009
1562,5158
1563,5630
1564,6364
1565,5864
1566,5267
1567,5137
1568,6762
1569,6446
1570,5925
1571,5708
1572,0
1573,17698
1574,6217
1575,5218
1576,4300
1577,4310
1578,5249
1579,2676
1580,2007
1581,4515
1582,4630
1583,4884
1584,4621
1585,4879
1586,4826
1587,5088
1588,4200
1589,2737
1590,5112
1591,3810
1592,5682
1593,4946
1594,4533
1595,5776
1596,5632
1597,5861
1598,5889
1599,2119
1600,2047
1601,5020
1602,5745
1603,7032
1604,5022
1605,5986
1606,7509
1607,3494
1608,4491
1609,2450
1610,2717
1611,3915
1612,4171
1613,4178
1614,4037
1615,1747
1616,2440
1617,3662
1618,6295
1619,5166
1620,6100
1621,4518
1622,4058
1623,5543
1624,1558
1625,0
1626,0
1627,7290
1628,5419
1629,3232
1630,6116
1631,4060
1632,4499
1633,3924
1634,4283
1635,4657
1636,2244
1637,5195
1638,4766
1639,5398
1640,5018
1641,5076
1642,5349
1643,5408
1644,5625
1645,5963
1646,1946
1647,1530
1648,3338
1649,6189
1650,5890
1651,8168
1652,5257
1653,4842
1654,5002
1655,4504
1656,3606
1657,6486
1658,4219
1659,4580
1660,4907
1661,4661
1662,1939
1663,4319
1664,4271
1665,3550
1666,7208
1667,5513
1668,5070
1669,6347
1670,7247
1671,0
1672,0
1673,1509
1674,3992
1675,4044
1676,1344
1677,4859
1678,4434
1679,5586
1680,5855
1681,5091
1682,4964
1683,3987
1684,6887
1685,3628
1686,3914
1687,551
1688,6311
1689,5564
1690,6149
1691,3631
1692,2548
1693,2109
1694,2540
1695,2755
1696,4179
1697,3502
1698,4199
1699,3641
1700,4416
1701,3458
1702,3528
1703,3824
1704,3328
1705,3730
1706,3221
1707,3721
1708,3771
1709,3939
1710,3819
1711,3903
1712,4365
1713,4065
1714,3238
1715,4052
1716,3782
1717,3786
1718,3643
1719,3284
1720,3826
1721,3651
1722,4103
1723,3873
1724,4179
1725,4143
1726,4395
1727,4876
1728,4338
1729,4348
1730,4674
1731,4701
1732,4364
1733,4217
1734,4635
1735,4511
1736,4728
1737,4378
1738,4357
1739,4414
1740,3768
1741,3990
1742,3899
1743,3898
1744,3471
1745,2675
1746,635
1747,804
1748,431
1749,841
1750,862
1751,825
1752,1041
1753,986
1754,897
1755,2088
1756,4104
1757,4240
1758,5034
1759,4973
1760,5211
1761,5060
1762,4622
1763,3284
1764,5322
1765,5084
1766,3658
1767,4918
1768,4645
1769,4648
1770,3850
1771,4594
1772,5903
1773,4689
1774,5265
1775,5205
1776,5650
1777,4773
1778,4223
1779,4682
1780,4930
1781,5374
1782,2398
1783,2446
1784,2704
1785,2161
1786,2628
1787,1559
1788,1501
1789,2205
1790,1439
1791,1776
1792,1697
1793,1637
1794,1980
1795,1737
1796,1560
1797,964
1798,770
1799,3292
1800,3262
1801,2988
1802,3592
1803,3118
1804,3050
1805,4083
1806,4064
1807,5462
1808,7326
1809,5849
1810,5343
1811,5107
1812,6135
1813,5230
1814,5803
1815,6361
1816,5986
1817,5701
1818,4249
1819,5283
1820,4639
1821,5497
1822,4477
1823,4559
1824,5353
1825,5183
1826,5441
1827,5863
1828,5046
1829,0
1830,0
1831,0
1832,5360
1833,5577
1834,6009
1835,6052
1836,5122
1837,4776
1838,6301
1839,3647
1840,5713
1841,3616
1842,4158
1843,4660
1844,5303
1845,5104
1846,4861
1847,4413
1848,3967
1849,4608
1850,5748
1851,5352
1852,5207
1853,5102
1854,17333
1855,0
1856,0
1857,0
1858,17375
1859,17370
1860,7034
1861,5843
1862,6754
1863,5772
1864,5815
1865,0
1866,0
1867,20938
1868,20904
1869,0
1870,5736
1871,7354
1872,4777
1873,4798
1874,5722
1875,5837
1876,3007
1877,3269
1878,3244
1879,3767
1880,2306
1881,3531
1882,2861
1883,3885
1884,3287
1885,3450
1886,4306
1887,4238
1888,4378
1889,4280
1890,4181
1891,4090
1892,4593
1893,4453
1894,4817
1895,4506
1896,4382
1897,3889
1898,5245
1899,664
1900,4359
1901,4662
1902,5543
1903,2271
1904,2477
1905,2968
1906,5309
1907,5935
1908,5963
1909,6386
1910,5406
1911,5526
1912,5387
1913,5243
1914,5652
1915,5023
1916,4007
1917,5256
1918,3673
1919,5012
1920,5835
1921,5757
1922,6582
1923,16938
1924,3523
1925,2686
1926,3205
1927,4550
1928,4164
1929,4200
1930,4375
1931,4583
1932,4131
1933,3475
1934,4317
1935,4094
1936,3731
1937,3894
1938,4216
1939,4396
1940,3815
1941,4148
1942,3581
1943,3846
1944,4018
1945,4226
1946,4350
1947,4269
1948,3909
1949,4344
1950,4786
1951,4965
1952,4828
1953,5340
1954,4989
1955,4312
1956,4246
1957,3583
1958,2826
1959,795
1960,692
1961,770
1962,1087
1963,1066
1964,2509
1965,3374
1966,5080
1967,0
1968,5201
1969,5616
1970,5767
1971,5321
1972,3057
1973,4110
1974,4720
1975,4393
1976,2629
1977,4580
1978,4497
1979,4424
1980,4906
1981,4605
1982,5002
1983,5053
1984,5853
1985,5299
1986,1833
1987,3223
1988,2932
1989,2004
1990,1277
1991,2144
1992,1822
1993,664
1994,3331
1995,3365
1996,4430
1997,5506
1998,7302
1999,5110
2000,4893
2001,4906
2002,5997
2003,6375
2004,5136
2005,4546
2006,4602
2007,4921
2008,5105
2009,5428
2010,5705
2011,6794
2012,8098
2013,8176
2014,5383
2015,5779
2016,5095
2017,5335
2018,5290
2019,5431
2020,5458
2021,6562
2022,3877
2023,6002
2024,5079
2025,4786
2026,4625
2027,4046
2028,0
2029,17623
2030,17839
2031,6597
2032,6447
2033,6364
2034,0
2035,5794
2036,5038
2037,5183
2038,5613
2039,4265
2040,2325
2041,4923
2042,4850
2043,16742
2044,6154
2045,3255
2046,7685
2047,2854
2048,4319
2049,4260
2050,4259
2051,4650
2052,5169
2053,2992
2054,1322
2055,5287
2056,6104
2057,6709
2058,4844
2059,4549
2060,4804
2061,4986
2062,3298
2063,2803
2064,4834
2065,4606
2066,6309
2067,6127
2068,6640
2069,5888
2070,0
2071,7000
2072,0
2073,5393
2074,5396
2075,3994
2076,2098
2077,5574
2078,4716
2079,1891
2080,1709
2081,5487
2082,4944
2083,5303
2084,4955
2085,2675
2086,4982
2087,3694
2088,6410
2089,6271
2090,5389
2091,6267
2092,2493
2093,3896
2094,6170
2095,6153
2096,0
2097,7535
2098,4642
2099,3582
2100,3429
2101,1118
2102,1025
2103,1738
2104,2107
2105,1912
2106,2447
2107,1915
2108,2375
2109,1986
2110,3140
2111,3234
2112,3917
2113,2897
2114,4105
2115,3475
2116,3478
2117,3401
2118,3526
2119,3283
2120,2813
2121,3145
2122,2729
2123,2635
2124,3310
2125,4411
2126,3607
2127,3782
2128,4089
2129,3479
2130,3733
2131,1608
2132,3150
2133,2997
2134,3504
2135,3371
2136,3445
2137,3569
2138,3750
2139,3877
2140,3579
2141,3246
2142,3570
2143,2060
2144,2977
2145,1975
2146,2408
2147,1947
2148,1577
2149,1592
2150,1584
2151,2288
2152,2668
2153,1823
2154,2035
2155,2211
2156,3769
2157,2020
2158,2896
2159,2273
2160,3555
2161,3464
2162,3954
2163,3995
2164,4117
2165,3795
2166,4070
2167,2986
2168,3141
2169,3200
2170,3037
2171,2836
2172,4775
2173,2831
2174,3841
2175,3515
2176,2951
2177,2552
2178,2350
2179,2233
2180,3421
2181,3064
2182,3070
2183,3762
2184,3408
2185,3129
2186,2659
2187,2910
2188,2607
2189,2507
2190,1997
2191,3896
2192,4003
2193,2763
2194,3660
2195,2353
2196,4017
2197,5047
2198,4908
2199,5159
2200,3867
2201,4060
2202,0
2203,4521
2204,4147
2205,4294
2206,3903
2207,4631
2208,3808
2209,3892
2210,3558
2211,3462
2212,4112
2213,3959
2214,3965
2215,4499
2216,3637
2217,3853
2218,4646
2219,4316
2220,4448
2221,4299
2222,4230
2223,4953
2224,4427
2225,4536
2226,4372
2227,4724
2228,5228
2229,4362
2230,2685
2231,4423
2232,4270
2233,5706
2234,4213
2235,4570
2236,3245
2237,3306
2238,3856
2239,2344
2240,4048
2241,1864
2242,1835
2243,1544
2244,1250
2245,1259
2246,1259
2247,2960
2248,5224
2249,3328
2250,5180
2251,3545
2252,3331
2253,5214
2254,4017
2255,4632
2256,4635
2257,3751
2258,4007
2259,4898
2260,5570
2261,4385
2262,3428
2263,3407
2264,4533
2265,3637
2266,3894
2267,4078
2268,4587
2269,4568
2270,5965
2271,5761
2272,5186
2273,5010
2274,3696
2275,5524
2276,4949
2277,4978
2278,4630
2279,4831
2280,2989
2281,3809
2282,4642
2283,3959
2284,3999
2285,3955
2286,2718
2287,2961
2288,3215
2289,4735
2290,4202
2291,4233
2292,3951
2293,4731
2294,5381
2295,5055
2296,5106
2297,4844
2298,5016
2299,4429
2300,5355
2301,4979
2302,5167
2303,5424
2304,5804
2305,7262
2306,7202
2307,6061
2308,4419
2309,0
2310,0
2311,0
2312,0
2313,5773
2314,0
2315,6030
2316,4690
2317,5081
2318,5377
2319,5845
2320,0
2321,11248
2322,5224
2323,4834
2324,2821
2325,2603
2326,2658
2327,2548
2328,5393
2329,3705
2330,2747
2331,907
2332,1681
2333,1727
2334,1999
2335,2178
2336,2623
2337,3450
2338,2567
2339,3293
2340,3043
2341,2959
2342,2800
2343,3295
2344,2117
2345,1901
2346,1218
2347,2231
2348,1819
2349,1936
2350,1747
2351,2445
2352,2340
2353,1719
2354,3229
2355,3067
2356,1893
2357,2234
2358,2391
2359,2419
2360,3214
2361,3912
2362,3013
2363,2357
2364,2020
2365,2497
2366,2175
2367,2798
2368,3060
2369,2439
2370,2556
2371,1583
2372,3700
2373,2892
2374,5265
2375,5508
2376,4013
2377,4236
2378,4429
2379,3414
2380,3941
2381,3788
2382,3548
2383,3440
2384,3449
2385,4177
2386,4211
2387,3942
2388,4046
2389,3893
2390,3278
2391,4754
2392,5225
2393,4409
2394,4417
2395,4949
2396,4653
2397,4311
2398,3117
2399,5155
2400,5185
2401,2759
2402,3143
2403,2949
2404,3134
2405,4424
2406,2963
2407,3128
2408,2926
2409,2988
2410,1108
2411,1261
2412,1808
2413,4895
2414,5127
2415,3315
2416,3837
2417,3748
2418,5472
2419,4997
2420,0
2421,5460
2422,5412
2423,4921
2424,6184
2425,3424
2426,4388
2427,3531
2428,3681
2429,3973
2430,4470
2431,4990
2432,4608
2433,4562
2434,5291
2435,6439
2436,6624
2437,0
2438,5513
2439,5456
2440,5203
2441,4747
2442,4449
2443,5422
2444,5569
2445,5223
2446,4235
2447,2590
2448,2645
2449,4731
2450,3491
2451,2154
2452,2761
2453,1530
2454,1545
2455,2430
2456,2125
2457,1940
2458,2182
2459,2680
2460,2605
2461,2664
2462,2813
2463,3122
2464,2477
2465,3411
2466,4334
2467,4529
2468,3278
2469,4854
2470,4704
2471,3539
2472,3407
2473,3866
2474,3210
2475,3537
2476,3685
2477,5002
2478,2681
2479,3675
2480,4305
2481,4268
2482,3716
2483,4389
2484,5675
2485,0
2486,3877
2487,2576
2488,2494
2489,3749
2490,4534
2491,2299
2492,3130
2493,2339
2494,2783
2495,3375
2496,3882
2497,4198
2498,757
2499,2550
2500,3750
2501,4243
2502,2664
2503,4668
2504,5033
2505,2366
2506,4106
2507,3562
2508,3191
2509,3244
2510,3808
2511,4127
2512,3725
2513,4157
2514,3570
2515,3379
