,transit
8848,2431
8849,2925
8850,1986
8851,2918
8852,3306
8853,3137
8854,2382
8855,2735
8856,2153
8857,2387
8858,3851
8859,3872
8860,3180
8861,2413
8862,2486
8863,2341
8864,756
8865,727
8866,1750
8867,4151
8868,3627
8869,4370
8870,3616
8871,3185
8872,2272
8873,3078
8874,2855
8875,3294
8876,4620
8877,3212
8878,3350
8879,1988
8880,1912
8881,2505
8882,2728
8883,1867
8884,2110
8885,3107
8886,2612
8887,2160
8888,2860
8889,2614
8890,3806
8891,3137
8892,3001
8893,3117
8894,2959
8895,2496
8896,2970
8897,2413
8898,2298
8899,3546
8900,2719
8901,3857
8902,3285
8903,3859
8904,3580
8905,2697
8906,2733
8907,4858
8908,0
8909,0
8910,3825
8911,3818
8912,5042
8913,0
8914,1238
8915,1520
8916,1987
8917,1032
8918,1617
8919,1195
8920,1525
8921,1896
8922,1693
8923,1892
8924,1881
8925,1872
8926,2037
8927,2339
8928,2279
8929,1613
8930,1417
8931,1437
8932,1472
8933,1344
8934,1012
8935,1168
8936,1066
8937,637
8938,494
8939,1348
8940,2161
8941,1234
8942,2559
8943,2324
8944,1559
8945,1969
8946,3741
8947,3886
8948,3101
8949,3118
8950,1795
8951,2856
8952,2110
8953,4005
8954,3725
8955,3252
8956,2190
8957,3930
8958,3300
8959,3361
8960,3564
8961,3036
8962,685
8963,656
8964,3550
8965,3752
8966,3596
8967,3499
8968,3647
8969,3175
8970,3123
8971,3293
8972,3493
8973,3395
8974,3035
8975,3036
8976,2419
8977,3084
8978,3736
8979,2831
8980,3830
8981,3731
8982,3737
8983,0
8984,1335
8985,943
8986,4126
8987,2320
8988,2124
8989,2762
8990,3208
8991,5213
8992,3721
8993,3500
8994,2889
8995,0
8996,1267
8997,1682
8998,1626
8999,833
9000,2480
9001,2113
9002,2523
9003,0
9004,2290
9005,2897
9006,2222
9007,2890
9008,2088
9009,2798
9010,1501
9011,2861
9012,3028
9013,2502
9014,3181
9015,0
9016,5006
9017,2912
9018,1244
9019,1539
9020,1779
9021,2067
9022,1228
9023,703
9024,1025
9025,2135
9026,3607
9027,2047
9028,3274
9029,2830
9030,2287
9031,4046
9032,3960
9033,3011
9034,2285
9035,4228
9036,4652
9037,0
9038,0
9039,863
9040,2595
9041,2073
9042,815
9043,770
9044,1675
9045,1432
9046,1778
9047,1791
9048,2067
9049,1828
9050,1893
9051,1568
9052,915
9053,1110
9054,1085
9055,966
9056,504
9057,2347
9058,1436
9059,2121
9060,2081
9061,3137
9062,1821
9063,1714
9064,2706
9065,2166
9066,2464
9067,3076
9068,2597
9069,2048
9070,2230
9071,2847
9072,2754
9073,2331
9074,2286
9075,2487
9076,2535
9077,3008
9078,2824
9079,3362
9080,2481
9081,2318
9082,694
9083,1995
9084,2898
9085,3425
9086,2590
9087,3203
9088,2537
9089,3499
9090,3634
9091,0
9092,3100
9093,1304
9094,2466
9095,1871
9096,1584
9097,1541
9098,2244
9099,2661
9100,0
9101,2392
9102,664
9103,1690
9104,3393
9105,3583
9106,0
9107,1555
9108,1700
9109,1685
9110,1378
9111,1905
9112,1889
9113,1027
9114,2528
9115,1152
9116,3041
9117,2756
9118,2886
9119,2219
9120,2693
9121,3079
9122,2609
9123,2438
9124,2894
9125,2865
9126,2266
9127,2770
9128,1762
9129,2694
9130,2348
9131,2618
9132,2899
9133,3081
9134,2045
9135,3713
9136,2091
9137,2858
9138,3528
9139,3637
9140,3927
9141,3502
9142,1389
9143,1684
9144,1196
9145,1722
9146,1410
9147,1811
9148,1873
9149,2051
9150,1683
9151,1748
9152,2058
9153,1930
9154,1401
9155,1650
9156,1669
9157,1260
9158,1718
9159,1152
9160,1827
9161,1346
9162,1784
9163,2396
9164,1926
9165,3265
9166,3142
9167,2987
9168,1842
9169,2849
9170,2250
9171,2996
9172,1956
9173,2264
9174,2418
9175,3122
9176,2855
9177,2330
9178,3748
9179,1089
9180,4038
9181,3396
9182,2375
9183,3932
9184,2644
9185,2696
9186,3412
9187,4439
9188,3781
9189,3039
9190,1841
9191,2397
9192,2245
9193,2620
9194,3714
9195,4711
9196,3569
9197,3645
9198,3881
9199,3884
9200,1139
9201,2407
9202,2662
9203,2074
9204,2222
9205,1806
9206,1398
9207,736
9208,1158
9209,1009
9210,887
9211,950
9212,853
9213,916
9214,1139
9215,2085
9216,1883
9217,1584
9218,1971
9219,1595
9220,1686
9221,1804
9222,1711
9223,1862
9224,1852
9225,1734
9226,1777
9227,1907
9228,2026
9229,2139
9230,1735
9231,1781
9232,1882
9233,1958
9234,2034
9235,1925
9236,1761
9237,1957
9238,1551
9239,1693
9240,1495
9241,1565
9242,1363
9243,1541
9244,1096
9245,938
9246,1041
9247,939
9248,1256
9249,1170
9250,1233
9251,1083
9252,1034
9253,992
9254,822
9255,871
9256,871
9257,924
9258,1380
9259,94
9260,456
9261,1671
9262,1828
9263,1954
9264,1409
9265,2525
9266,2380
9267,2112
9268,1905
9269,814
9270,434
9271,313
9272,504
9273,1158
9274,1684
9275,1742
9276,2180
9277,2268
9278,2196
9279,2013
9280,1786
9281,1959
9282,1962
9283,1691
9284,2184
9285,2106
9286,2191
9287,2010
9288,981
9289,1181
9290,1443
9291,1243
9292,2112
9293,2277
9294,2383
9295,1371
9296,1473
9297,1132
9298,1458
9299,1800
9300,1825
9301,1238
9302,1385
9303,1295
9304,1383
9305,2090
9306,2127
9307,1981
9308,1861
9309,1884
9310,2172
9311,2002
9312,1877
9313,2397
9314,2304
9315,1957
9316,1490
9317,2324
9318,2415
9319,2036
9320,1689
9321,1934
9322,1900
9323,2049
9324,2306
9325,2669
9326,1900
9327,2640
9328,2060
9329,1430
9330,1449
9331,2562
9332,1255
9333,2410
9334,2443
9335,1981
9336,2372
9337,2652
9338,1343
9339,1651
9340,1664
9341,1896
9342,1841
9343,2145
9344,1999
9345,1874
9346,1859
9347,2087
9348,2369
9349,2021
9350,1946
9351,1899
9352,2286
9353,2024
9354,2244
9355,2218
9356,2824
9357,2618
9358,2566
9359,2212
9360,2307
9361,2815
9362,2510
9363,3027
9364,2565
9365,2488
9366,2148
9367,1415
9368,1525
9369,1486
9370,3157
9371,2512
9372,2053
9373,1745
9374,2436
9375,2243
9376,2053
9377,2197
9378,1835
9379,2761
9380,0
9381,2702
9382,2936
9383,2518
9384,2895
9385,3297
9386,2192
9387,2851
9388,2711
9389,2210
9390,1608
9391,3239
9392,2042
9393,2244
9394,1862
9395,1874
9396,3411
9397,2576
9398,2206
9399,2037
9400,2545
9401,2298
9402,2531
9403,2598
9404,2535
9405,3090
9406,2527
9407,2254
9408,2816
9409,2638
9410,2252
9411,2534
9412,2148
9413,2400
9414,2014
9415,1880
9416,2034
9417,2172
9418,3321
9419,3028
9420,2935
9421,2889
9422,3022
9423,2866
9424,2628
9425,2339
9426,2923
9427,2872
9428,3189
9429,3130
9430,3248
9431,2888
9432,3203
9433,3186
9434,3311
9435,2793
9436,3466
9437,3824
9438,3883
9439,3869
9440,3118
9441,3126
9442,2060
9443,2866
9444,2424
9445,2892
9446,3148
9447,2688
9448,3045
9449,3228
9450,2477
9451,2389
9452,2302
9453,2904
9454,572
9455,543
9456,1949
9457,1379
9458,1485
9459,871
9460,1762
9461,2420
9462,4233
9463,3481
9464,3245
9465,3291
9466,4194
9467,4716
9468,2983
9469,3096
9470,3217
9471,2819
9472,2721
9473,2797
9474,2730
9475,2665
9476,2589
9477,2879
9478,2627
9479,2856
9480,2818
9481,2919
9482,3358
9483,3091
9484,3269
9485,3231
9486,2821
9487,3621
9488,2196
9489,2264
9490,3127
9491,2962
9492,2000
9493,2618
9494,2391
9495,3352
9496,3069
9497,3160
9498,2940
9499,3002
9500,4565
9501,4224
9502,2474
9503,3578
9504,3288
9505,3201
9506,3380
9507,3360
9508,2615
9509,2708
9510,2717
9511,1857
9512,1828
9513,2878
9514,1882
9515,2108
9516,3046
9517,3033
9518,3085
9519,3075
9520,2836
9521,2951
9522,2823
9523,1949
9524,2848
9525,1775
9526,1912
9527,3009
9528,3165
9529,3445
9530,2126
9531,2906
9532,2571
9533,2755
9534,2699
9535,3064
9536,2751
9537,3017
9538,3939
9539,2711
9540,2358
9541,1979
9542,2526
9543,2266
9544,2281
9545,2550
9546,2114
9547,2211
9548,3199
9549,3338
9550,3214
9551,3043
9552,3554
9553,3758
9554,3497
9555,3270
9556,3286
9557,3302
9558,3277
9559,3749
9560,3773
9561,3662
9562,3917
9563,3484
9564,4082
9565,3116
9566,3215
9567,3133
9568,2523
9569,2729
9570,2974
9571,3458
9572,3258
9573,3247
9574,3208
9575,2810
9576,3502
9577,2266
9578,2444
9579,2589
9580,3068
9581,2952
9582,3168
9583,3255
9584,2914
9585,3283
9586,4689
9587,5658
9588,0
9589,5727
9590,5192
9591,0
9592,0
9593,3092
9594,3482
9595,3282
9596,3299
9597,2894
9598,3851
9599,3695
9600,3678
9601,4032
9602,3663
9603,3996
9604,4385
9605,3973
9606,4412
9607,3950
9608,4314
9609,3537
9610,4012
9611,3896
9612,3802
9613,3690
9614,4772
9615,3654
9616,3835
9617,3725
9618,3618
9619,4117
9620,3804
9621,3392
9622,3386
9623,3357
9624,3305
9625,3569
9626,3237
9627,3524
9628,3766
9629,3603
9630,1898
9631,1750
9632,2080
9633,1657
9634,1533
9635,2137
9636,2275
9637,2445
9638,2405
9639,2408
9640,2258
9641,2509
9642,2636
9643,2834
9644,2924
9645,1926
9646,2215
9647,2208
9648,2257
9649,2371
9650,2241
9651,2172
9652,2230
9653,2544
9654,2926
9655,2915
9656,2826
9657,2788
9658,3139
9659,2897
9660,1462
9661,1705
9662,1607
9663,1590
9664,2412
9665,2027
9666,2620
9667,2549
9668,2696
9669,2445
9670,2748
9671,2814
9672,2689
9673,2789
9674,3106
9675,2723
9676,2445
9677,2265
9678,2621
9679,3517
9680,3523
9681,3393
9682,3434
9683,2819
9684,2835
9685,2247
9686,2948
9687,2714
9688,2216
9689,2218
9690,3458
9691,3091
9692,2287
9693,3083
9694,2620
9695,2482
9696,2788
9697,0
9698,3015
9699,2793
9700,4650
9701,3648
9702,4070
9703,3774
9704,3588
9705,3081
9706,2710
9707,3649
9708,3550
9709,4221
9710,3029
9711,3582
9712,3813
9713,3801
9714,3351
9715,0
9716,0
9717,0
9718,0
9719,0
9720,0
9721,0
9722,0
9723,0
9724,3543
9725,3501
9726,0
9727,3706
9728,3739
9729,3476
9730,3653
9731,3825
9732,3751
9733,3797
9734,7968
9735,3018
9736,4417
9737,4750
9738,4684
9739,4324
9740,0
9741,3856
9742,3134
9743,3594
9744,0
9745,3912
9746,3798
9747,4252
9748,4193
9749,3677
9750,3860
9751,3398
9752,3491
9753,3524
9754,3480
9755,2376
9756,2718
9757,3880
9758,2854
9759,2477
9760,2529
9761,3870
9762,3952
9763,4010
9764,3602
9765,3549
9766,3613
9767,3884
9768,3698
9769,3641
9770,0
9771,0
9772,23715
9773,0
9774,0
9775,23465
9776,6054
9777,23426
9778,23948
9779,0
9780,0
9781,4703
9782,4282
9783,2360
9784,3174
9785,3234
9786,3080
9787,2549
9788,3274
9789,3031
9790,2702
9791,3051
9792,2641
9793,3775
9794,3910
9795,3366
9796,1718
9797,1552
9798,1467
9799,1458
9800,1567
9801,0
9802,1571
9803,1485
9804,1576
9805,835
9806,1193
9807,973
9808,1668
9809,1726
9810,1474
9811,2375
9812,1502
9813,1602
9814,1397
9815,1618
9816,1573
9817,1492
9818,751
9819,1207
9820,2452
9821,2128
9822,3849
9823,4548
9824,1958
9825,3057
9826,2950
9827,3924
9828,3418
9829,2706
9830,2619
9831,2494
9832,2768
9833,5035
9834,0
9835,0
9836,2092
9837,1113
9838,2008
9839,1589
9840,2000
9841,1595
9842,2319
9843,594
9844,1664
9845,2088
9846,2628
9847,3618
9848,2158
9849,2415
9850,1968
9851,1695
9852,2016
9853,1437
9854,2452
9855,2532
9856,3008
9857,2425
9858,3829
9859,2034
9860,2671
9861,2904
9862,1287
9863,2554
9864,4615
9865,3209
9866,2570
9867,3628
9868,1995
9869,2427
9870,2402
9871,4772
9872,0
9873,3753
9874,1275
9875,2270
9876,2005
9877,1866
9878,1479
9879,1754
9880,926
9881,1133
9882,1146
9883,1468
9884,863
9885,1622
9886,1025
9887,910
9888,1124
9889,1381
9890,1468
9891,1782
9892,1145
9893,1138
9894,1363
9895,1380
9896,1431
9897,1409
9898,1516
9899,948
9900,1006
9901,1739
9902,1514
9903,1678
9904,1457
9905,1775
9906,1776
9907,1833
9908,1306
9909,1344
9910,1528
9911,1607
9912,1930
9913,1876
9914,2125
9915,1432
9916,1429
9917,1571
9918,1271
9919,1235
9920,1117
9921,956
9922,930
9923,864
9924,927
9925,777
9926,1058
9927,1209
9928,1244
9929,911
9930,1010
9931,689
9932,789
9933,936
9934,1388
9935,395
9936,99
9937,1120
9938,832
9939,1440
9940,2290
9941,2613
9942,347
9943,247
9944,327
9945,500
9946,537
9947,1554
9948,1880
9949,1256
9950,1938
9951,1402
9952,1408
9953,1862
9954,1265
9955,1744
9956,2829
9957,1471
9958,1634
9959,2757
9960,2359
9961,1717
9962,1963
9963,2912
9964,1623
9965,1813
9966,1628
9967,2469
9968,2233
9969,1925
9970,2616
9971,2242
9972,1846
9973,2274
9974,2284
9975,2422
9976,2420
9977,2062
9978,1889
9979,2073
9980,2700
9981,3849
9982,2847
9983,3047
9984,2833
9985,3029
9986,2599
9987,2444
9988,1601
9989,2070
9990,1712
9991,2402
9992,2644
9993,2696
9994,2399
9995,2049
9996,2309
9997,1880
9998,2051
9999,1829
10000,1933
10001,1736
10002,1177
10003,1480
10004,1745
10005,1912
10006,2405
10007,2474
10008,1557
10009,1928
10010,1612
10011,1377
10012,2458
10013,1969
10014,2246
10015,0
10016,2051
10017,2727
10018,2344
10019,2501
10020,2338
10021,1979
10022,2963
10023,2322
10024,3150
10025,3128
10026,2430
10027,3178
10028,3118
10029,1710
10030,3277
10031,3286
10032,2880
10033,2796
10034,3556
10035,2976
10036,2563
10037,2841
10038,2223
10039,3168
10040,976
10041,947
10042,4652
10043,4371
10044,2316
10045,2497
10046,2441
10047,2851
10048,4612
10049,3571
10050,2400
10051,2812
10052,3260
10053,2967
10054,3291
10055,2464
10056,2696
10057,2625
10058,3257
10059,3759
10060,3644
10061,3378
10062,3498
10063,3086
10064,3460
10065,1544
10066,1773
10067,1550
10068,1954
10069,1982
10070,2667
10071,2373
10072,2656
10073,2554
10074,2156
10075,1912
10076,2401
10077,2487
10078,2124
10079,2596
10080,2780
10081,2554
10082,2946
10083,3423
10084,2658
10085,2983
10086,3054
10087,2925
10088,2386
10089,3058
10090,3342
10091,3003
10092,2319
10093,1928
10094,2713
10095,2832
10096,2091
10097,2897
10098,2889
10099,2527
10100,1910
10101,2161
10102,2277
10103,2133
10104,2818
10105,2917
10106,2452
10107,2884
10108,2386
10109,2788
10110,3134
10111,2166
10112,2948
10113,3047
10114,2432
10115,3253
10116,3477
10117,3340
10118,3148
10119,4143
10120,2123
10121,2229
10122,4098
10123,4059
10124,4484
10125,4088
10126,2651
10127,4397
10128,3332
10129,2054
10130,3248
10131,2954
10132,1274
10133,1253
10134,1058
10135,961
10136,787
10137,884
10138,1146
10139,2073
10140,3375
10141,1053
10142,3142
10143,2939
10144,2067
10145,1094
10146,956
10147,1695
10148,1863
10149,1748
10150,1595
10151,1473
10152,1482
10153,1502
10154,1591
10155,1556
10156,1607
10157,1368
10158,1643
10159,1795
10160,1586
10161,1433
10162,1442
10163,1313
10164,1344
10165,936
10166,780
10167,991
10168,827
10169,957
10170,822
10171,683
10172,1174
10173,895
10174,0
10175,1678
10176,593
10177,1776
10178,1528
10179,2116
10180,2909
10181,1884
10182,2582
10183,2033
10184,2211
10185,2426
10186,2561
10187,2166
10188,2208
10189,2160
10190,2544
10191,2824
10192,2885
10193,2413
10194,2311
10195,2406
10196,1805
10197,2489
10198,2680
10199,2305
10200,2529
10201,2586
10202,2430
10203,2181
10204,1708
10205,1973
10206,2559
10207,1642
10208,2432
10209,2000
10210,2044
10211,1421
10212,1716
10213,2989
10214,2810
10215,2337
10216,1873
10217,2444
10218,2406
10219,2711
10220,2857
10221,2310
10222,2803
10223,2514
10224,3139
10225,3412
10226,2852
10227,2387
10228,2974
10229,2980
10230,3479
10231,3410
10232,2368
10233,2563
10234,4024
10235,915
10236,2794
10237,3468
10238,2578
10239,3233
10240,2944
10241,3155
10242,2818
10243,3974
10244,3626
10245,3889
10246,3853
10247,1490
10248,1447
10249,1282
10250,2458
10251,3363
10252,3095
10253,3021
10254,3201
10255,2060
10256,2130
10257,2806
10258,2615
10259,2385
10260,2613
10261,2157
10262,1693
10263,2692
10264,2327
10265,2639
10266,2287
10267,4641
10268,3087
10269,2833
10270,3311
10271,3905
10272,4266
10273,3668
10274,3538
10275,0
10276,0
10277,2147
10278,3047
10279,623
10280,795
10281,3841
10282,3114
10283,1097
10284,3406
10285,3187
10286,4273
10287,2984
10288,3413
10289,0
10290,3471
10291,2799
10292,1359
10293,2451
10294,3031
10295,1162
10296,1776
10297,911
10298,1529
10299,1323
10300,1160
10301,455
10302,753
10303,851
10304,380
10305,2936
10306,3421
10307,2987
10308,3057
10309,3375
10310,2581
10311,2063
10312,3388
10313,3146
10314,3385
10315,4361
10316,2459
10317,4365
10318,3683
10319,2893
10320,3217
10321,3984
10322,3506
10323,3125
10324,3582
10325,3957
10326,3229
10327,4060
10328,4101
10329,4670
10330,1075
10331,2845
10332,1977
10333,1269
10334,2145
10335,2345
10336,2541
10337,1208
10338,2571
10339,2979
10340,2891
10341,2219
10342,3973
10343,3942
10344,2141
10345,2713
10346,3999
10347,4832
10348,2318
10349,1532
10350,1582
10351,0
10352,3207
10353,2866
10354,3065
10355,2979
10356,4472
10357,2005
10358,3104
10359,2649
10360,2314
10361,1553
10362,2077
10363,1355
10364,506
10365,1830
10366,1526
10367,3415
10368,1756
10369,4938
10370,3099
10371,3615
10372,1972
10373,2439
10374,3790
10375,2606
10376,2309
10377,1795
10378,404
10379,2494
10380,3316
10381,2461
10382,3232
10383,2568
10384,3123
10385,3296
10386,3961
10387,5030
10388,1482
10389,4296
10390,3647
10391,3553
10392,2013
10393,2162
10394,1360
10395,1379
10396,3755
10397,2862
10398,3528
10399,2745
10400,2281
10401,3382
10402,3698
10403,0
10404,3869
10405,3838
10406,0
10407,4562
10408,2425
10409,1726
10410,795
10411,646
10412,2697
10413,2439
10414,2296
10415,1228
10416,674
10417,666
10418,2643
10419,2862
10420,3706
10421,4058
10422,3918
10423,3350
10424,3218
10425,3823
10426,3929
10427,2926
10428,2100
10429,2450
10430,932
10431,1178
10432,1057
10433,2236
10434,1810
10435,1820
10436,2919
10437,4411
10438,3996
10439,0
10440,3622
10441,3230
10442,2230
10443,3392
10444,2886
10445,3112
10446,3187
10447,3317
10448,3989
10449,3714
10450,3763
10451,2944
10452,3551
10453,3909
10454,4131
10455,4175
10456,4020
10457,3974
10458,4267
10459,4230
10460,4735
10461,3812
10462,4335
10463,3502
10464,4031
10465,2940
10466,2383
10467,3484
10468,2776
10469,3585
10470,3659
10471,3066
10472,4747
10473,0
10474,23771
10475,3933
10476,1515
10477,1932
10478,1776
10479,1285
10480,1076
10481,4192
10482,4250
10483,5444
10484,2938
10485,1176
10486,2206
10487,3228
10488,2610
10489,2608
10490,3856
10491,2535
10492,2640
10493,4130
10494,1817
10495,1790
10496,2214
10497,2102
10498,1615
10499,2633
10500,1895
10501,2140
10502,2451
10503,794
10504,1263
10505,1430
10506,1774
10507,1785
10508,546
10509,749
10510,1643
10511,1015
10512,1296
10513,2527
10514,3278
10515,3562
10516,2798
10517,3189
10518,2202
10519,4020
10520,2733
10521,2686
10522,2723
10523,2708
10524,2611
10525,2396
10526,2253
10527,2222
10528,2851
10529,2443
10530,2849
10531,2792
10532,3945
10533,3968
10534,4431
10535,4004
10536,3716
10537,4113
10538,2762
10539,3427
10540,2220
10541,2840
10542,3644
10543,3099
10544,3347
10545,2602
10546,4334
10547,3394
10548,5162
10549,4534
10550,4452
10551,4363
10552,3473
10553,3654
10554,2138
10555,3182
10556,2745
10557,849
10558,2644
10559,5083
10560,3167
10561,2749
10562,5118
10563,613
10564,672
10565,320
10566,957
10567,568
10568,883
10569,1726
10570,3835
10571,3697
10572,4705
10573,1864
10574,2245
10575,2829
10576,2498
10577,3725
10578,3383
10579,6464
10580,4946
10581,4865
10582,4884
10583,6641
10584,4234
10585,6608
10586,0
10587,4455
10588,2719
10589,1319
10590,942
10591,1627
10592,2799
10593,6750
10594,2201
10595,3209
10596,2472
10597,4204
10598,989
10599,668
10600,533
10601,3722
10602,3482
10603,4257
10604,1738
10605,145
10606,3191
10607,4823
10608,5388
10609,7027
10610,3845
10611,3749
10612,6602
10613,2185
10614,3686
10615,4171
10616,4031
10617,5099
10618,4581
10619,4693
10620,5820
10621,6714
10622,6312
10623,4266
10624,4307
10625,2743
10626,3636
10627,1250
10628,3410
10629,3924
10630,3098
10631,5090
10632,3735
10633,871
10634,2595
10635,3664
10636,974
10637,726
10638,2880
10639,2730
10640,2800
10641,3097
10642,573
10643,4349
10644,2636
10645,2434
10646,2434
10647,1108
10648,1232
10649,1753
10650,4193
10651,3269
10652,1321
10653,924
10654,0
10655,3804
10656,3176
10657,597
10658,5070
10659,4073
10660,3091
10661,3052
10662,3079
10663,2547
10664,2232
10665,3192
10666,2291
10667,2239
10668,2998
10669,2007
10670,2088
10671,2018
10672,2130
10673,2160
10674,1519
10675,676
10676,3712
10677,4623
10678,4136
10679,3463
10680,3897
10681,3852
10682,3411
10683,3017
10684,3898
10685,4164
10686,5100
10687,4964
10688,3538
10689,4826
10690,4415
10691,4695
10692,4157
10693,3851
10694,3449
10695,3358
10696,4423
10697,2496
10698,2688
10699,2668
10700,3564
10701,3414
10702,2546
10703,4090
10704,4430
10705,4003
10706,4464
10707,4102
10708,5847
10709,5514
10710,5882
10711,4828
10712,5995
10713,4572
10714,4430
10715,4760
10716,2477
10717,3907
10718,3360
10719,3480
10720,3074
10721,3494
10722,3470
10723,3854
10724,4011
10725,4318
10726,4005
10727,4658
10728,5152
10729,3960
10730,4393
10731,4385
10732,4086
10733,4372
10734,4754
10735,5431
10736,5305
10737,4924
10738,4720
10739,5356
10740,7150
10741,7330
10742,6538
10743,5979
10744,4827
10745,5184
10746,5535
10747,4733
10748,5119
10749,4437
10750,6457
10751,6871
10752,6124
10753,0
10754,4851
10755,1568
10756,1624
10757,1679
10758,4395
10759,4464
10760,4166
10761,1758
10762,312
10763,3968
10764,4263
10765,3643
10766,4678
10767,4170
10768,2960
10769,3729
10770,2284
10771,2371
10772,1059
10773,1251
10774,677
10775,2085
10776,2081
10777,2135
10778,3035
10779,3321
10780,2756
10781,3056
10782,4375
10783,2483
10784,1951
10785,1600
10786,1072
10787,670
10788,2271
10789,2847
10790,1994
10791,2415
10792,1089
10793,4685
10794,2652
10795,1549
10796,1269
10797,1526
10798,1408
10799,691
10800,2354
10801,4066
10802,2186
10803,2352
10804,3421
10805,2869
10806,1031
10807,3885
10808,1809
10809,2997
10810,2845
10811,2453
10812,4061
10813,3260
10814,2374
10815,1801
10816,1489
10817,1321
10818,1483
10819,2414
10820,4144
10821,2458
10822,3354
10823,3146
10824,3821
10825,1817
10826,2026
10827,1435
10828,1611
10829,1143
10830,848
10831,787
10832,344
10833,2886
10834,2317
10835,1751
10836,2355
10837,2224
10838,3243
10839,2417
10840,2228
10841,2736
10842,2513
10843,1927
10844,3016
10845,4575
10846,3123
10847,2586
10848,2650
10849,1970
10850,2170
10851,2182
10852,1308
10853,1040
10854,1654
10855,582
10856,162
10857,2786
10858,1951
10859,2691
10860,2216
10861,2970
10862,2947
10863,2704
10864,2439
10865,2499
10866,4612
10867,3978
10868,3848
10869,1909
10870,1357
10871,1399
10872,1019
10873,1190
10874,222
10875,1407
10876,2260
10877,2194
10878,2087
10879,1667
10880,2393
10881,2919
10882,2994
10883,2587
10884,2446
10885,0
10886,2670
10887,2832
10888,2825
10889,3397
10890,3503
10891,902
10892,3728
10893,2355
10894,3200
10895,2611
10896,3833
10897,2240
10898,2634
10899,3306
10900,981
10901,3118
10902,2215
10903,3215
10904,2932
10905,3240
10906,3915
10907,3215
10908,3306
10909,3224
10910,574
10911,4031
10912,329
10913,1338
10914,2026
10915,2076
10916,2856
10917,3277
10918,2279
10919,2443
10920,2014
10921,1855
10922,1904
10923,2192
10924,1416
10925,1598
10926,1481
10927,1357
10928,1502
10929,1619
10930,1259
10931,1148
10932,1848
10933,1692
10934,1543
10935,1926
10936,1247
10937,1721
10938,1354
10939,1608
10940,1531
10941,1540
10942,1560
10943,1452
10944,1544
10945,1588
10946,1709
10947,1573
10948,1616
10949,1634
10950,1437
10951,1494
10952,1860
10953,1600
10954,1605
10955,1918
10956,1790
10957,1939
10958,1673
10959,1640
10960,1416
10961,1607
10962,1812
10963,1512
10964,1887
10965,1803
10966,1563
10967,1406
10968,1421
10969,1505
10970,1125
10971,956
10972,844
10973,853
10974,714
10975,1169
10976,1052
10977,1167
10978,984
10979,1162
10980,1180
10981,1294
10982,962
10983,1175
10984,879
10985,793
10986,834
10987,794
10988,700
10989,1167
10990,793
10991,301
10992,1551
10993,1708
10994,1691
10995,2729
10996,1163
10997,2054
10998,372
10999,256
11000,203
11001,376
11002,414
11003,1999
11004,2215
11005,1692
11006,1079
11007,1270
11008,2270
11009,2097
11010,1439
11011,1278
11012,2255
11013,2525
11014,1593
11015,1361
11016,1958
11017,1735
11018,2301
11019,1822
11020,2614
11021,1475
11022,1792
11023,1974
11024,1983
11025,1895
11026,2070
11027,2012
11028,2257
11029,1721
11030,1930
11031,1984
11032,3110
11033,2431
11034,2742
11035,1830
11036,2185
11037,3086
11038,2936
11039,2676
11040,2261
11041,3155
11042,2915
11043,2691
11044,4523
11045,3876
11046,2644
11047,2652
11048,2099
11049,2333
11050,2333
11051,2309
11052,2037
11053,2096
11054,2528
11055,2630
11056,1643
11057,1846
11058,2323
11059,1918
11060,1453
11061,1980
11062,1995
11063,2109
11064,1757
11065,2127
11066,2374
11067,1887
11068,2029
11069,1621
11070,2061
11071,2549
11072,2187
11073,2281
11074,2475
11075,1879
11076,1584
11077,1698
11078,2042
11079,1479
11080,1440
11081,2266
11082,2263
11083,2032
11084,2257
11085,3306
11086,3000
11087,2531
11088,2820
11089,1959
11090,3149
11091,2791
11092,2099
11093,1812
11094,3448
11095,3114
11096,3059
11097,2786
11098,2824
11099,2909
11100,2777
11101,2411
11102,2209
11103,3146
11104,3636
11105,3425
11106,3375
11107,2163
11108,2106
11109,2830
11110,3806
11111,3139
11112,3382
11113,3165
11114,3298
11115,2448
11116,2327
11117,2960
11118,2973
11119,647
11120,618
11121,3825
11122,4126
11123,3138
11124,2624
11125,3017
11126,3662
11127,2980
11128,2853
11129,3088
11130,3085
11131,2321
11132,3571
11133,2443
11134,1840
11135,2989
11136,3005
11137,3561
11138,3698
11139,3899
11140,4303
11141,2636
11142,2678
11143,2583
11144,2760
11145,4472
11146,0
11147,3384
11148,3678
11149,3465
11150,3809
11151,3270
11152,3705
11153,3904
11154,3507
11155,3628
11156,3781
11157,2790
11158,3998
11159,1305
11160,1586
11161,1978
11162,1801
11163,2750
11164,2554
11165,2902
11166,1245
11167,1323
11168,1939
11169,2548
11170,2553
11171,2783
11172,2382
11173,2540
11174,2382
11175,2164
11176,2572
11177,2889
11178,2949
11179,2498
11180,3510
11181,3036
11182,3153
11183,3524
11184,2316
11185,2593
11186,1998
11187,2197
11188,1829
11189,2960
11190,2583
11191,2447
11192,2920
11193,1883
11194,2095
11195,2192
11196,3446
11197,2884
11198,2937
11199,2177
11200,2579
11201,2072
11202,2868
11203,2405
11204,2949
11205,2761
11206,2531
11207,2770
11208,2932
11209,3739
11210,3570
11211,3131
11212,3219
11213,3603
