,transit
798,5650
799,1467
800,2785
801,3060
802,4280
803,4447
804,2637
805,2538
806,6909
807,7315
808,4787
809,6998
810,1494
811,7686
812,1434
813,0
814,4827
815,3135
816,2726
817,3548
818,2760
819,6291
820,3587
821,4565
822,5129
823,418
824,658
825,1289
826,2224
827,2152
828,1754
829,1639
830,1204
831,2891
832,2439
833,3437
834,5552
835,5737
836,4744
837,5359
838,0
839,0
840,3825
841,2937
842,1493
843,6228
844,5556
845,3797
846,3561
847,3390
848,3437
849,4710
850,2621
851,2324
852,2772
853,2738
854,7803
855,5474
856,6447
857,1438
858,6391
859,4265
860,4131
861,4192
862,3069
863,4270
864,7021
865,4973
866,4912
867,6873
868,3803
869,3432
870,1975
871,2112
872,6521
873,6472
874,5367
875,2680
876,2858
877,2276
878,1105
879,1743
880,2014
881,6192
882,6123
883,8960
884,7072
885,3942
886,0
887,3794
888,1748
889,7121
890,5779
891,5959
892,3753
893,3326
894,5531
895,4124
896,3504
897,2541
898,2402
899,2975
900,3228
901,2486
902,3563
903,2885
904,2682
905,2395
906,3343
907,3144
908,3114
909,2676
910,3957
911,3455
912,1618
913,1482
914,1704
915,1627
916,1613
917,1921
918,2030
919,2839
920,2773
921,3675
922,3078
923,2210
924,3479
925,6439
926,6402
927,5960
928,5473
929,5807
930,7262
931,5577
932,3304
933,3570
934,4012
935,3399
936,3982
937,3463
938,5443
939,5734
940,5282
941,4137
942,3828
943,4085
944,4155
945,4665
946,5135
947,3996
948,1790
949,2293
950,2340
951,1297
952,1844
953,1686
954,3249
955,2908
956,0
957,1527
958,2350
959,2495
960,2064
961,1641
962,783
963,1611
964,1319
965,1699
966,2326
967,1724
968,1915
969,3467
970,2705
971,3475
972,3211
973,3296
974,3139
975,3261
976,3316
977,4805
978,2207
979,2811
980,4271
981,0
982,5230
983,5114
984,5951
985,6153
986,6143
987,6013
988,6786
989,6117
990,6785
991,6392
992,8237
993,0
994,0
995,5363
996,5229
997,4922
998,0
999,4646
1000,2656
1001,2984
1002,2454
1003,2547
1004,2467
1005,4513
1006,4094
1007,4545
1008,4591
1009,4415
1010,4307
1011,4679
1012,0
1013,5885
1014,3901
1015,5439
1016,2387
1017,0
1018,870
1019,808
1020,2244
1021,5520
1022,968
1023,3036
1024,1943
1025,3985
1026,6755
1027,0
1028,5283
1029,4891
1030,3624
1031,2689
1032,6815
1033,4371
1034,3107
1035,1976
1036,1506
1037,1905
1038,2920
1039,4872
1040,4856
1041,7266
1042,6631
1043,6337
1044,8066
1045,4588
1046,0
1047,3842
1048,7189
1049,2670
1050,3592
1051,7242
1052,3207
1053,3303
1054,2560
1055,4484
1056,2743
1057,6804
1058,1942
1059,6270
1060,4069
1061,3432
1062,2223
1063,2492
1064,5397
1065,7682
1066,1646
1067,943
1068,1068
1069,1817
1070,1360
1071,1238
1072,3094
1073,6414
1074,6934
1075,5951
1076,5845
1077,0
1078,5715
1079,4218
1080,1926
1081,2890
1082,4484
1083,1205
1084,3859
1085,2912
1086,0
1087,5131
1088,5494
1089,5948
1090,7272
1091,6375
1092,6017
1093,2246
1094,2442
1095,6649
1096,4024
1097,5563
1098,2743
1099,569
1100,5364
1101,6879
1102,6888
1103,8785
1104,1091
1105,3059
1106,7070
1107,6774
1108,0
1109,3417
1110,1473
1111,2619
1112,0
1113,5179
1114,6515
1115,6816
1116,6916
1117,4063
1118,4270
1119,4595
1120,3269
1121,3986
1122,3728
1123,3709
1124,4216
1125,3179
1126,2710
1127,2624
1128,7227
1129,5144
1130,6687
1131,6997
1132,4677
1133,3232
1134,3557
1135,1180
1136,1040
1137,1691
1138,2072
1139,2743
1140,3934
1141,6118
1142,7863
1143,8343
1144,7201
1145,0
1146,4640
1147,0
1148,2890
1149,1586
1150,1203
1151,6259
1152,5856
1153,6041
1154,3797
1155,3925
1156,4870
1157,4737
1158,5701
1159,3832
1160,3745
1161,2684
1162,2862
1163,5332
1164,6285
1165,5029
1166,5787
1167,4705
1168,2176
1169,777
1170,3016
1171,557
1172,650
1173,6949
1174,2748
1175,6231
1176,1252
1177,3023
1178,3345
1179,5033
1180,0
1181,0
1182,6303
1183,3374
1184,2785
1185,2772
1186,2408
1187,1971
1188,1606
1189,2059
1190,7088
1191,5815
1192,6358
1193,5295
1194,2988
1195,4333
1196,4120
1197,3206
1198,4336
1199,5046
1200,5880
1201,4885
1202,5638
1203,5579
1204,5739
1205,4188
1206,2920
1207,3353
1208,3547
1209,2746
1210,3312
1211,2804
1212,3068
1213,2684
1214,2757
1215,2634
1216,2222
1217,3033
1218,7168
1219,6029
1220,7104
1221,6684
1222,7080
1223,5024
1224,5509
1225,4715
1226,4452
1227,3997
1228,4385
1229,4741
1230,4792
1231,1963
1232,1554
1233,1895
1234,2240
1235,1113
1236,556
1237,651
1238,1871
1239,1530
1240,1513
1241,894
1242,797
1243,1275
1244,1306
1245,2508
1246,3016
1247,1488
1248,3718
1249,3828
1250,3322
1251,3290
1252,6435
1253,4436
1254,6156
1255,6039
1256,6484
1257,6044
1258,6208
1259,6316
1260,5098
1261,5463
1262,6492
1263,6463
1264,6966
1265,6759
1266,7597
1267,6210
1268,6475
1269,9256
1270,0
1271,3757
1272,3875
1273,3924
1274,5120
1275,0
1276,2894
1277,2487
1278,6399
1279,5949
1280,6639
1281,1313
1282,1557
1283,2455
1284,6048
1285,4356
1286,5397
1287,3967
1288,1735
1289,6668
1290,6506
1291,1488
1292,2576
1293,2588
1294,6209
1295,4104
1296,0
1297,3065
1298,3709
1299,0
1300,1816
1301,5987
1302,4602
1303,3628
1304,3361
1305,1676
1306,5198
1307,2177
1308,494
1309,0
1310,1819
1311,1897
1312,2319
1313,2199
1314,5750
1315,832
1316,1804
1317,1875
1318,2397
1319,3492
1320,5763
1321,0
1322,4649
1323,3322
1324,2112
1325,2121
1326,1954
1327,3105
1328,3302
1329,2116
1330,2324
1331,2744
1332,2450
1333,2438
1334,2862
1335,5265
1336,2778
1337,3704
1338,5716
1339,1527
1340,1021
1341,1365
1342,1553
1343,1419
1344,4907
1345,5153
1346,0
1347,0
1348,5281
1349,2506
1350,2544
1351,5155
1352,4401
1353,5571
1354,5105
1355,5202
1356,5376
1357,4968
1358,3456
1359,4186
1360,3372
1361,2731
1362,2839
1363,5500
1364,7481
1365,4382
1366,1439
1367,2116
1368,3538
1369,1933
1370,1322
1371,1907
1372,1723
1373,8078
1374,8016
1375,7350
1376,8879
1377,0
1378,2185
1379,2207
1380,1644
1381,26416
1382,0
1383,5607
1384,2865
1385,479
1386,791
1387,5554
1388,1666
1389,3920
1390,4983
1391,3376
1392,3490
1393,5625
1394,4873
1395,6073
1396,5882
1397,2648
1398,324
1399,1373
1400,5352
1401,6794
1402,2209
1403,4951
1404,1807
1405,5096
1406,645
1407,515
1408,283
1409,603
1410,761
1411,1648
1412,4863
1413,6921
1414,4322
1415,6510
1416,3875
1417,1935
1418,511
1419,657
1420,4844
1421,1332
1422,3555
1423,5915
1424,3915
1425,4664
1426,6342
1427,6533
1428,2035
1429,311
1430,1152
1431,4616
1432,4177
1433,4543
1434,1180
1435,1432
1436,4036
1437,2963
1438,2727
1439,711
1440,4393
1441,5178
1442,2371
1443,1991
1444,3682
1445,3292
1446,1220
1447,4726
1448,4211
1449,2372
1450,4338
1451,4568
1452,4129
1453,2672
1454,3105
1455,2819
1456,1350
1457,1257
1458,1559
1459,1116
1460,1282
1461,5163
1462,0
1463,2163
1464,1701
1465,3912
1466,6129
1467,2114
1468,5114
1469,2770
1470,2394
1471,3230
1472,1843
1473,5761
1474,2546
1475,2653
1476,3441
1477,5188
1478,3989
1479,2641
1480,5518
1481,2903
1482,5390
1483,5866
1484,3667
1485,4720
1486,2168
1487,5225
1488,3864
1489,4754
1490,3903
1491,2840
1492,5356
1493,3075
1494,2459
1495,2811
1496,1145
1497,887
1498,3327
1499,3856
1500,3348
1501,6437
1502,0
1503,0
1504,0
1505,2054
1506,2955
1507,6886
1508,2115
1509,1551
1510,3867
1511,2240
1512,2594
1513,5906
1514,5007
1515,5446
1516,5186
1517,6774
1518,3068
1519,2101
1520,7883
1521,6535
1522,0
1523,1982
1524,2005
1525,1750
1526,2996
1527,2993
1528,1259
1529,186
1530,5395
1531,6132
1532,6772
1533,7739
1534,8022
1535,7503
1536,6240
1537,8127
1538,6669
1539,4019
1540,3013
1541,2928
1542,1861
1543,1547
1544,7813
1545,0
1546,4252
1547,8462
1548,0
1549,0
1550,0
1551,0
1552,0
1553,3178
1554,0
1555,0
1556,6578
1557,5598
1558,7992
1559,4405
1560,4197
1561,4557
1562,4425
1563,4397
1564,3102
1565,2529
1566,3173
1567,2998
1568,3494
1569,24083
1570,23641
1571,0
1572,3385
1573,2688
1574,0
1575,0
1576,0
1577,0
1578,3150
1579,2521
1580,0
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,3492
1588,3532
1589,4311
1590,3614
1591,3634
1592,1694
1593,1979
1594,1776
1595,1275
1596,4875
1597,3556
1598,4458
1599,4485
1600,2434
1601,1721
1602,1875
1603,1829
1604,2217
1605,2207
1606,4310
1607,0
1608,0
1609,4397
1610,3791
1611,3659
1612,3995
1613,5394
1614,4958
1615,3466
1616,3896
1617,1692
1618,1614
1619,1454
1620,978
1621,1025
1622,1487
1623,1832
1624,2679
1625,2361
1626,4700
1627,0
1628,5937
1629,5663
1630,6304
1631,5556
1632,2659
1633,5907
1634,1692
1635,2212
1636,2911
1637,1227
1638,2392
1639,4847
1640,5551
1641,4391
1642,4930
1643,0
1644,3600
1645,3738
1646,1330
1647,1409
1648,3100
1649,4501
1650,4104
1651,5484
1652,4967
1653,5214
1654,4613
1655,1989
1656,2540
1657,1283
1658,6519
1659,7010
1660,6650
1661,283
1662,1360
1663,3624
1664,403
1665,3177
1666,5538
1667,1054
1668,1152
1669,771
1670,1530
1671,2443
1672,724
1673,1396
1674,0
1675,3251
1676,7174
1677,3840
1678,4973
1679,4617
1680,951
1681,4579
1682,1399
1683,3880
1684,3352
1685,2943
1686,2594
1687,6269
1688,5002
1689,5076
1690,6091
1691,6383
1692,2501
1693,2608
1694,1901
1695,1526
1696,1826
1697,5016
1698,7002
1699,2923
1700,3581
1701,1783
1702,1761
1703,0
1704,1563
1705,1526
1706,1999
1707,0
1708,0
1709,6325
1710,5883
1711,3519
1712,6177
1713,3336
1714,675
1715,1587
1716,1019
1717,6118
1718,6077
1719,6054
1720,6916
1721,6772
1722,1940
1723,1539
1724,6737
1725,1082
1726,2027
1727,1943
1728,2158
1729,6305
1730,5667
1731,5139
1732,5080
1733,5712
1734,6422
1735,4628
1736,2792
1737,3144
1738,1754
1739,5315
1740,5800
1741,2743
1742,1624
1743,6986
1744,5783
1745,1747
1746,2550
1747,2485
1748,0
1749,6955
1750,6008
1751,4884
1752,5144
1753,5357
1754,5924
1755,0
1756,7724
1757,7830
1758,7965
1759,7146
1760,6599
1761,5288
1762,3719
1763,7079
1764,1566
1765,5835
1766,2577
1767,6234
1768,7388
1769,6434
1770,769
1771,7554
1772,533
1773,1774
1774,1743
1775,769
1776,3810
1777,3831
1778,450
1779,659
1780,1610
1781,1466
1782,1658
1783,4512
1784,4612
1785,5836
1786,4739
1787,5950
1788,4754
1789,4048
1790,1576
1791,1526
1792,4360
1793,5811
1794,6943
1795,5515
1796,6101
1797,6707
1798,7297
1799,4995
1800,3558
1801,1947
1802,873
1803,952
1804,924
1805,1280
1806,2135
1807,4838
1808,5982
1809,4953
1810,7278
1811,7296
1812,0
1813,3859
1814,3882
1815,5723
1816,4772
1817,5760
1818,4261
1819,5353
1820,5209
1821,6241
1822,5435
1823,2158
1824,1628
1825,1868
1826,3166
1827,3024
1828,4077
1829,1780
1830,1855
1831,1283
1832,1178
1833,1250
1834,2270
1835,1712
1836,1359
1837,1545
1838,1721
1839,1568
1840,997
1841,1295
1842,1456
1843,967
1844,1784
1845,1564
1846,1519
1847,1994
1848,1653
1849,1867
1850,3077
1851,2684
1852,6982
1853,4964
1854,5974
1855,6180
1856,2697
1857,2839
1858,3104
1859,0
1860,1247
1861,1799
1862,1701
1863,1758
1864,693
1865,669
1866,758
1867,796
1868,661
1869,1465
1870,1159
1871,1276
1872,1708
1873,4086
1874,4447
1875,3593
1876,2723
1877,4113
1878,5018
1879,5084
1880,6197
1881,6466
1882,6339
1883,0
1884,0
1885,4566
1886,1498
1887,1889
1888,1772
1889,1577
1890,6063
1891,5532
1892,2633
1893,2945
1894,5037
1895,0
1896,5470
1897,3271
1898,6133
1899,6548
1900,5200
1901,5465
1902,0
1903,1130
1904,743
1905,7122
1906,4204
1907,4419
1908,3257
1909,6391
1910,4691
1911,4854
1912,4539
1913,3660
1914,3624
1915,3616
1916,4286
1917,3612
1918,5053
1919,3899
1920,2994
1921,5094
1922,5240
1923,5832
1924,5508
1925,5468
1926,5690
1927,5876
1928,6015
1929,5827
1930,4681
1931,4998
1932,5470
1933,5251
1934,4702
1935,6489
1936,5062
1937,6330
1938,5986
1939,6126
1940,5570
1941,6226
1942,5029
1943,5313
1944,5806
1945,6252
1946,5968
1947,6273
1948,5036
1949,5643
1950,5724
1951,4546
1952,4581
1953,4143
1954,4521
1955,2369
1956,2092
1957,1262
1958,2547
1959,2229
1960,2269
1961,2495
1962,2534
1963,1899
1964,2550
1965,2557
1966,3149
1967,6538
1968,6788
1969,7632
1970,8076
1971,7012
1972,5695
1973,7278
1974,6981
1975,6745
1976,7835
1977,5371
1978,3211
1979,2847
1980,0
1981,4249
1982,0
1983,3226
1984,2303
1985,3001
1986,1894
1987,1969
1988,1678
1989,1049
1990,1612
1991,1551
1992,1162
1993,789
1994,711
1995,762
1996,746
1997,844
1998,889
1999,989
2000,671
2001,579
2002,715
2003,857
2004,534
2005,2710
2006,2464
2007,1925
2008,3940
2009,3574
2010,3883
2011,3606
2012,3209
2013,3976
2014,6855
2015,6925
2016,5865
2017,6752
2018,6886
2019,6554
2020,6482
2021,6382
2022,7265
2023,7071
2024,6771
2025,0
2026,0
2027,6584
2028,0
2029,0
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,8541
2037,8955
2038,0
2039,0
2040,0
2041,0
2042,0
2043,6394
2044,5609
2045,0
2046,5626
2047,6582
2048,1204
2049,918
2050,2956
2051,4360
2052,3281
2053,4094
2054,3286
2055,3426
2056,4188
2057,1620
2058,4042
2059,4682
2060,5018
2061,3607
2062,3326
2063,5480
2064,4283
2065,2822
2066,2608
2067,4121
2068,3896
2069,3567
2070,3840
2071,4132
2072,3306
2073,3678
2074,6199
2075,3117
2076,3415
2077,2955
2078,3077
2079,5092
2080,2444
2081,2493
2082,2964
2083,1503
2084,2345
2085,3077
2086,5312
2087,4553
2088,5583
2089,5848
2090,3949
2091,3394
2092,3502
2093,2169
2094,1454
2095,1465
2096,1410
2097,1062
2098,1052
2099,1223
2100,1594
2101,907
2102,5617
2103,5750
2104,0
2105,4620
2106,3240
2107,5423
2108,0
2109,2102
2110,2844
2111,1602
2112,2789
2113,2851
2114,2372
2115,3241
2116,3636
2117,3647
2118,3406
2119,3468
2120,3471
2121,4710
2122,4738
2123,4866
2124,3489
2125,2873
2126,4145
2127,3292
2128,3096
2129,365
2130,1427
2131,2327
2132,1645
2133,1820
2134,1561
2135,5317
2136,4923
2137,5381
2138,3023
2139,3202
2140,3295
2141,3207
2142,3091
2143,1950
2144,1893
2145,3121
2146,2684
2147,2574
2148,2015
2149,2102
2150,1732
2151,3495
2152,3678
2153,3690
2154,3315
2155,3160
2156,3433
2157,3540
2158,3391
2159,3146
2160,3005
2161,3095
2162,3196
2163,3410
2164,3197
2165,2916
2166,3348
2167,3270
2168,4162
2169,3544
2170,3342
2171,3555
2172,4155
2173,3606
2174,3134
2175,3423
2176,3887
2177,4959
2178,4911
2179,4787
2180,3772
2181,3201
2182,3408
2183,3948
2184,3869
2185,3622
2186,2975
2187,2456
2188,2581
2189,2907
2190,2821
2191,2816
2192,3023
2193,2978
2194,2516
2195,4466
2196,4708
2197,4796
2198,4371
2199,2754
2200,2344
2201,2286
2202,2587
2203,2529
2204,2554
2205,3235
2206,3117
2207,2927
2208,3480
2209,3239
2210,3312
2211,3276
2212,2907
2213,3961
2214,4180
2215,4805
2216,4986
2217,2199
2218,4450
2219,5068
2220,4557
2221,4899
2222,4491
2223,4955
2224,4960
2225,4544
2226,5606
2227,4601
2228,4417
2229,5611
2230,3457
2231,4069
2232,3637
2233,4446
2234,4883
2235,3297
2236,2879
2237,2869
2238,915
2239,903
2240,286
2241,444
2242,920
2243,1209
2244,1325
2245,1036
2246,529
2247,1592
2248,946
2249,1027
2250,558
2251,2429
2252,1927
2253,2123
2254,2759
2255,2995
2256,2301
2257,2408
2258,2101
2259,3076
2260,3798
2261,3178
2262,3938
2263,0
2264,0
2265,5896
2266,5390
2267,5842
2268,5720
2269,5926
2270,0
2271,0
2272,0
2273,0
2274,4334
2275,3171
2276,3567
2277,4085
2278,5608
2279,6450
2280,4740
2281,4649
2282,2081
2283,1103
2284,942
2285,2880
2286,3796
2287,3151
2288,2503
2289,3366
2290,4417
2291,360
2292,1234
2293,3589
2294,2237
2295,4556
2296,3180
2297,3517
2298,3540
2299,417
2300,691
2301,1213
2302,1501
2303,1340
2304,3818
2305,5580
2306,4658
2307,4743
2308,858
2309,1087
2310,1326
2311,3094
2312,3200
2313,3627
2314,4696
2315,4779
2316,3634
2317,3264
2318,4940
2319,4413
2320,3073
2321,613
2322,2606
2323,4295
2324,0
2325,0
2326,0
2327,1705
2328,4624
2329,943
2330,2256
2331,3103
2332,3223
2333,3046
2334,2902
2335,3378
2336,3057
2337,2756
2338,2232
2339,2299
2340,2495
2341,2750
2342,2126
2343,1522
2344,760
2345,652
2346,3726
2347,1629
2348,2929
2349,4115
2350,4523
2351,4710
2352,4057
2353,3998
2354,3766
2355,4053
2356,3753
2357,4000
2358,3638
2359,3668
2360,5030
2361,4790
2362,4163
2363,2561
2364,3207
2365,3179
2366,3282
2367,4697
2368,3926
2369,4839
2370,5398
2371,5241
2372,4194
2373,4417
2374,4898
2375,4357
2376,3962
2377,732
2378,266
2379,562
2380,746
2381,822
2382,950
2383,927
2384,1192
2385,2062
2386,2359
2387,2704
2388,2586
2389,2600
2390,3193
2391,3093
2392,4252
2393,6813
2394,6120
2395,4224
2396,5136
2397,4586
2398,5292
2399,0
2400,7469
2401,24164
2402,0
2403,0
2404,3885
2405,3583
2406,4365
2407,4784
2408,2425
2409,2787
2410,4508
2411,5736
2412,6344
2413,6278
2414,2760
2415,1790
2416,7395
2417,3139
2418,3603
2419,2085
2420,1995
2421,6398
2422,6323
2423,6164
2424,6817
2425,2938
2426,3083
2427,5396
2428,4044
2429,4182
2430,2968
2431,3901
2432,3669
2433,3836
2434,2115
2435,3351
2436,3571
2437,3472
2438,4494
2439,4835
2440,5323
2441,4284
2442,3116
2443,4608
2444,5818
2445,5507
2446,4934
2447,4490
2448,4737
2449,4839
2450,5521
2451,3507
2452,3646
2453,5382
2454,3076
2455,2999
2456,3796
2457,4783
2458,4232
2459,2769
2460,1988
2461,2041
2462,2026
2463,1811
2464,1956
2465,1457
2466,1427
2467,1460
2468,1174
2469,1638
2470,1033
2471,1221
2472,709
2473,1692
2474,810
2475,1625
2476,1213
2477,1390
2478,1349
2479,1978
2480,1932
2481,2022
2482,1471
2483,1297
2484,2257
2485,2285
2486,6756
2487,5532
2488,6214
2489,7112
2490,7207
2491,6344
2492,5610
2493,5342
2494,5921
2495,5448
2496,4719
2497,5888
2498,5562
2499,5532
2500,6667
2501,0
2502,2335
2503,3100
2504,2936
2505,2449
2506,1781
2507,2548
2508,2141
2509,1914
2510,2043
2511,1027
2512,1024
2513,1209
2514,1449
2515,911
2516,415
2517,2011
2518,2083
2519,1902
2520,1317
2521,1504
2522,1487
2523,2454
2524,2491
2525,1967
2526,2406
2527,1939
2528,2943
2529,2678
2530,2265
2531,2533
2532,2050
2533,6278
2534,5714
2535,5256
2536,5601
2537,8740
2538,8466
2539,5636
2540,0
2541,6796
2542,4786
2543,4926
