,transit
383,2964
384,3973
385,3456
386,3640
387,2260
388,2296
389,1764
390,1719
391,5082
392,18001
393,16326
394,18724
395,4796
396,1293
397,0
398,786
399,1017
400,18540
401,18678
402,0
403,3124
404,18395
405,18276
406,0
407,4021
408,4026
409,3740
410,18015
411,19076
412,19222
413,19856
414,7735
415,5130
416,5051
417,3502
418,3273
419,4448
420,1933
421,724
422,1405
423,3287
424,3447
425,3640
426,3480
427,3006
428,2043
429,15046
430,17129
431,18159
432,17391
433,18849
434,603
435,739
436,1787
437,2830
438,1392
439,1986
440,15613
441,17222
442,16777
443,17114
444,17186
445,0
446,0
447,3234
448,3090
449,3430
450,16488
451,3099
452,19464
453,2442
454,591
455,14894
456,16778
457,16690
458,15221
459,17326
460,17828
461,0
462,2200
463,16772
464,16815
465,16457
466,17755
467,2808
468,2002
469,2560
470,13784
471,17707
472,18066
473,17850
474,17847
475,18008
476,1414
477,2890
478,3674
479,1020
480,2039
481,1193
482,1067
483,756
484,772
485,0
486,24272
487,2404
488,2421
489,3269
490,1521
491,0
492,4664
493,5449
494,6632
495,6291
496,3543
497,7723
498,6413
499,7487
500,7393
501,2688
502,2042
503,2505
504,18349
505,18349
506,17501
507,15132
508,14494
509,14423
510,15680
511,17404
512,17111
513,15293
514,15101
515,17354
516,17031
517,18321
518,2092
519,16960
520,0
521,17359
522,16539
523,18211
524,18753
525,17535
526,2956
527,3001
528,0
529,17245
530,17989
531,18440
532,17893
533,2054
534,3121
535,1596
536,809
537,1209
538,760
539,939
540,605
541,1051
542,2264
543,18936
544,15032
545,14643
546,15042
547,0
548,16624
549,16825
550,16460
551,16351
552,3427
553,0
554,16399
555,2560
556,2103
557,18741
558,17251
559,17816
560,17617
561,3381
562,2520
563,0
564,543
565,2245
566,2460
567,1546
568,17494
569,15309
570,15019
571,17016
572,17302
573,16694
574,14980
575,14824
576,14908
577,16805
578,17098
579,17286
580,17805
581,17886
582,13913
583,0
584,0
585,0
586,0
587,3288
588,16615
589,2772
590,3710
591,0
592,0
593,4047
594,3838
595,16236
596,16807
597,17668
598,16657
599,2714
600,17522
601,18021
602,18351
603,20875
604,18044
605,17897
606,0
607,0
608,2511
609,2760
610,3425
611,1241
612,1632
613,1456
614,3328
615,2774
616,17599
617,18199
618,17262
619,17706
620,17909
621,16966
622,17100
623,16846
624,16841
625,14165
626,14255
627,14536
628,14863
629,14697
630,14026
631,14313
632,15044
633,14730
634,15145
635,16759
636,15034
637,14947
638,15129
639,17320
640,16405
641,16609
642,16475
643,16690
644,16634
645,16829
646,16641
647,16735
648,17168
649,17133
650,15833
651,14919
652,14944
653,14911
654,14608
655,14824
656,14748
657,14829
658,14785
659,16340
660,16636
661,16320
662,15783
663,15803
664,16446
665,16830
666,16915
667,16675
668,16756
669,16415
670,16361
671,16692
672,16588
673,17510
674,16903
675,16951
676,16795
677,16778
678,16541
679,0
680,13449
681,13980
682,0
683,13364
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,2112
695,0
696,16280
697,16589
698,3762
699,0
700,3859
701,0
702,0
703,15978
704,0
705,3943
706,4132
707,17559
708,17454
709,16417
710,16420
711,15419
712,16224
713,16004
714,15847
715,16575
716,16593
717,16732
718,16364
719,18459
720,0
721,18110
722,17754
723,17428
724,17960
725,17222
726,17576
727,18023
728,17546
729,16796
730,17778
731,16796
732,17000
733,16635
734,16778
735,17527
736,12643
737,0
738,0
739,0
740,0
741,1820
742,1268
743,2499
744,2628
745,2825
746,1718
747,2003
748,1875
749,0
750,0
751,16481
752,16150
753,17094
754,18310
755,17282
756,17334
757,18497
758,17295
759,17001
760,17941
761,16358
762,0
763,17883
764,17602
765,17092
766,17041
767,17692
768,16486
769,17312
770,17618
771,19511
772,17824
773,16997
774,18788
775,18112
776,18426
777,6350
778,6285
779,18043
780,17405
781,17169
782,17422
783,17239
784,17420
785,17590
786,17739
787,17800
788,17418
789,17438
790,17467
791,17735
792,17021
793,18158
794,18520
795,17610
796,1917
797,0
798,0
799,3017
800,3299
801,0
802,3599
803,2926
804,3094
805,0
806,2728
807,2948
808,3417
809,2563
810,2457
811,0
812,0
813,2462
814,3338
815,3548
816,2090
817,0
818,975
819,1292
820,3975
821,0
822,3911
823,2871
824,3324
825,3598
826,3695
827,0
828,3096
829,2917
830,2480
831,1687
832,2002
833,1508
834,1404
835,1221
836,915
837,1351
838,750
839,18720
840,19044
841,19181
842,0
843,22048
844,0
845,3347
846,2445
847,2826
848,3193
849,2516
850,2852
851,3000
852,2158
853,3455
854,2500
855,1787
856,2195
857,1848
858,1763
859,15378
860,16585
861,15803
862,16035
863,16278
864,0
865,0
866,13739
867,13205
868,10689
869,4743
870,3132
871,5089
872,11336
873,11007
874,14270
875,14271
876,13699
877,15434
878,13978
879,2911
880,1930
881,1962
882,2354
883,13730
884,5382
885,5900
886,15607
887,5434
888,14356
889,15092
890,5410
891,4966
892,3466
893,14816
894,15707
895,2916
896,2528
897,3197
898,10325
899,4960
900,4729
901,3513
902,15096
903,13699
904,13712
905,11123
906,13926
907,14968
908,4980
909,14817
910,14328
911,5016
912,4515
913,5629
914,4516
915,11720
916,3931
917,11792
918,13210
919,12963
920,13046
921,15777
922,15498
923,2805
924,727
925,1718
926,2014
927,1681
928,2214
929,2851
930,2604
931,2438
932,2697
933,3664
934,5459
935,15589
936,12045
937,12889
938,15826
939,17163
940,7407
941,2689
942,7433
943,5816
944,7191
945,7475
946,3511
947,5356
948,16481
949,17261
950,11903
951,14481
952,7080
953,4226
954,4114
955,4945
956,13804
957,15721
958,5414
959,16221
960,15950
961,5907
962,6483
963,15778
964,15944
965,15284
966,838
967,1400
968,2788
969,1930
970,237
971,510
972,1913
973,1896
974,17030
975,0
976,0
977,0
978,3246
979,0
980,16063
981,16342
982,16127
983,17412
984,15476
985,3359
986,3560
987,0
988,17808
989,18292
990,0
991,0
992,14050
993,1082
994,992
995,0
996,4662
997,5009
998,5088
999,546
1000,539
1001,983
1002,1271
1003,1470
1004,2365
1005,3259
1006,0
1007,0
1008,3225
1009,1979
1010,1416
1011,3547
1012,3553
1013,17553
1014,16738
1015,16561
1016,17304
1017,3232
1018,3477
1019,0
1020,17758
1021,5521
1022,2237
1023,1550
1024,2888
1025,1895
1026,1637
1027,0
1028,6385
1029,2658
1030,1834
1031,1714
1032,1194
1033,1364
1034,935
1035,3227
1036,3510
1037,17952
1038,2353
1039,1572
1040,1275
1041,1518
1042,1850
1043,1583
1044,1798
1045,1508
1046,1490
1047,2007
1048,1916
1049,2247
1050,1701
1051,1126
1052,1561
1053,486
1054,346
1055,566
1056,1986
1057,1461
1058,1503
1059,1852
1060,1436
1061,2075
1062,2831
1063,2208
1064,5733
1065,3229
1066,4008
1067,4625
1068,4162
1069,14633
1070,3930
1071,4038
1072,2589
1073,2063
1074,1957
1075,2381
1076,2672
1077,2652
1078,3193
1079,3956
1080,4699
1081,1893
1082,1930
1083,4099
1084,3404
1085,2143
1086,3665
1087,2339
1088,1947
1089,1734
1090,2069
1091,6107
1092,2942
1093,3811
1094,3093
1095,18475
1096,18369
1097,18747
1098,3028
1099,4342
1100,17571
1101,17891
1102,13966
1103,3632
1104,923
1105,2300
1106,1915
1107,1651
1108,1587
1109,1753
1110,2110
1111,1840
1112,1261
1113,1012
1114,1269
1115,1524
1116,1714
1117,1230
1118,208
1119,1917
1120,2087
1121,2122
1122,2619
1123,1840
1124,2724
1125,4139
1126,2238
1127,3596
1128,1290
1129,1181
1130,13784
1131,1223
1132,2963
1133,17649
1134,3136
1135,4739
1136,18447
1137,1663
1138,1614
1139,2523
1140,18876
1141,5495
1142,5148
1143,19542
1144,1605
1145,2087
1146,1588
1147,13766
1148,2692
1149,17999
1150,15780
1151,18483
1152,19885
1153,0
1154,6153
1155,12878
1156,1383
1157,943
1158,3148
1159,0
1160,3705
1161,6554
1162,11279
1163,12558
1164,12178
1165,5696
1166,6737
1167,4238
1168,9545
1169,9201
1170,1730
1171,1573
1172,1734
1173,3305
1174,2755
1175,0
1176,0
1177,0
1178,0
1179,4984
1180,4820
1181,12439
1182,5233
1183,4904
1184,3777
1185,0
1186,2630
1187,12271
1188,2160
1189,3748
1190,3923
1191,1971
1192,3050
1193,2809
1194,2390
1195,3737
1196,2824
1197,2703
1198,3377
1199,3638
1200,3433
1201,2672
1202,2685
1203,5256
1204,5535
1205,6757
1206,13526
1207,5356
1208,11861
1209,11529
1210,12049
1211,4149
1212,3342
1213,3245
1214,3098
1215,6187
1216,2353
1217,2835
1218,3856
1219,3756
1220,7581
1221,2710
1222,2080
1223,2407
1224,2295
1225,2560
1226,3221
1227,5221
1228,3983
1229,5207
1230,4416
1231,4660
1232,5668
1233,3816
1234,4352
1235,6132
1236,6421
1237,5154
1238,7203
1239,3491
1240,6518
1241,6785
1242,6668
1243,7741
1244,8614
1245,6057
1246,6147
1247,10181
1248,6616
1249,18583
1250,4567
1251,19649
1252,18415
1253,0
1254,9004
1255,0
1256,0
1257,0
1258,6810
1259,6524
1260,0
1261,1522
1262,2148
1263,2965
1264,0
1265,1951
1266,15396
1267,13992
1268,12838
1269,3928
1270,2607
1271,5328
1272,5828
1273,4971
1274,3682
1275,1944
1276,1830
1277,3982
1278,3824
1279,3677
1280,4743
1281,3838
1282,3001
1283,2551
1284,3280
1285,2243
1286,4232
1287,4330
1288,3323
1289,3415
1290,3901
1291,3653
1292,4008
1293,5088
1294,4147
1295,3915
1296,4436
1297,4991
1298,4396
1299,5231
1300,4901
1301,6864
1302,4922
1303,5119
1304,4818
1305,5071
1306,7116
1307,5967
1308,5401
1309,5759
1310,4870
1311,4787
1312,4831
1313,5204
1314,4749
1315,4958
1316,5023
1317,3783
1318,3664
1319,3787
1320,4518
1321,4004
1322,2850
1323,5806
1324,5378
1325,5487
1326,5239
1327,7314
1328,7237
1329,6174
1330,5943
1331,5444
1332,6685
1333,5033
1334,6218
1335,5500
1336,6759
1337,7624
1338,7398
1339,7315
1340,7397
1341,6874
1342,7221
1343,5739
1344,5970
1345,7209
1346,6345
1347,6754
1348,7687
1349,5606
1350,0
1351,7671
1352,0
1353,3643
1354,4894
1355,4269
1356,2503
1357,2515
1358,3521
1359,4197
1360,4015
1361,3882
1362,4847
1363,3414
1364,4176
1365,3637
1366,4000
1367,3776
1368,3864
1369,5505
1370,4137
1371,3315
1372,5553
1373,5894
1374,5275
1375,3582
1376,5518
1377,6898
1378,5704
1379,7104
1380,6479
1381,6911
1382,12917
1383,6444
1384,5160
1385,2090
1386,4131
1387,0
1388,17325
1389,18928
1390,16303
1391,16363
1392,16325
1393,16345
1394,15988
1395,3858
1396,3977
1397,4012
1398,3621
1399,3609
1400,3249
1401,5127
1402,5660
1403,15836
1404,6246
1405,7137
1406,4394
1407,4206
1408,16776
1409,3776
1410,3464
1411,3376
1412,15997
1413,15972
1414,16655
1415,16396
1416,16562
1417,16000
1418,16450
1419,16399
1420,19068
1421,16915
1422,16993
1423,16775
1424,16593
1425,16724
1426,16811
1427,16531
1428,16358
1429,3966
1430,4064
1431,3759
1432,3821
1433,3903
1434,4119
1435,3974
1436,4156
1437,4026
1438,4101
1439,4402
1440,4217
1441,4431
1442,4225
1443,16798
1444,3743
1445,3591
1446,13986
1447,17637
1448,16765
1449,17450
1450,18969
1451,18967
1452,18128
1453,17788
1454,17702
1455,19844
1456,18847
1457,17435
1458,16438
1459,16060
1460,15480
1461,0
1462,0
1463,0
1464,15650
1465,15219
1466,0
1467,0
1468,0
1469,0
1470,0
1471,1994
1472,1709
1473,1808
1474,3558
1475,0
1476,0
1477,0
1478,0
1479,0
1480,2988
1481,3202
1482,3526
1483,3638
1484,3227
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,0
1492,3913
1493,3429
1494,3840
1495,3673
1496,0
1497,3981
1498,3255
1499,16964
1500,0
1501,16491
1502,16244
1503,18610
1504,19030
1505,19650
1506,19454
1507,18503
1508,16139
1509,18779
1510,18805
1511,18778
1512,18535
1513,17034
1514,17006
1515,14745
1516,14826
1517,17192
1518,15553
1519,15411
1520,16692
1521,16919
1522,14687
1523,0
1524,0
1525,0
1526,3313
1527,3603
1528,0
1529,3098
1530,3300
1531,3917
1532,3643
1533,3984
1534,4112
1535,4272
1536,4179
1537,4455
1538,3476
1539,3218
1540,3780
1541,3733
1542,14467
1543,15350
1544,20016
1545,18005
1546,19496
1547,18682
1548,20789
1549,19587
1550,19209
1551,19739
1552,20985
1553,21428
1554,21505
1555,21388
1556,21396
1557,16144
1558,16176
1559,16863
1560,18643
1561,19333
1562,19243
1563,19234
1564,15973
1565,16791
1566,18409
1567,18778
1568,18127
1569,18565
1570,17923
1571,18523
1572,18546
1573,19337
1574,20176
1575,18880
1576,19383
1577,19109
1578,19461
1579,18602
1580,0
1581,19043
1582,18795
1583,18638
1584,18797
1585,0
1586,0
1587,18609
1588,0
1589,0
1590,0
1591,0
1592,0
1593,0
1594,0
1595,0
1596,0
1597,3242
1598,482
1599,1016
1600,1766
1601,1980
1602,2048
1603,2092
1604,1863
1605,1810
1606,2657
1607,2452
1608,2349
1609,1324
1610,1314
1611,1832
1612,1926
1613,1061
1614,1121
1615,1514
1616,0
1617,3331
1618,0
1619,2848
1620,3082
1621,1144
1622,1003
1623,1426
1624,3175
1625,2404
1626,1851
1627,1795
1628,2255
1629,2963
1630,2688
1631,2755
1632,2468
1633,0
1634,2317
1635,3561
1636,3922
1637,2611
1638,3107
1639,2875
1640,2760
1641,20991
1642,19654
1643,0
1644,0
1645,0
1646,0
1647,0
1648,2268
1649,2315
1650,3708
1651,3572
1652,2807
1653,3178
1654,3004
1655,3158
1656,2759
1657,2337
1658,2662
1659,2808
1660,2399
1661,2286
1662,17122
1663,19012
1664,0
1665,0
1666,0
1667,0
1668,0
1669,15533
1670,16038
1671,17852
1672,0
1673,3089
1674,16168
1675,19431
1676,0
1677,3630
1678,14204
1679,0
1680,0
1681,13990
1682,14084
1683,0
1684,3045
1685,2642
1686,15696
1687,1496
1688,1883
1689,13707
1690,3151
1691,13184
1692,4250
1693,5141
1694,4490
1695,4916
1696,5504
1697,5286
1698,13972
1699,3566
1700,14000
1701,14198
1702,3613
1703,3075
1704,2634
1705,2668
1706,3052
1707,12591
1708,3550
1709,3361
1710,12633
1711,13269
1712,13101
1713,13552
1714,13153
1715,13118
1716,14232
1717,13960
1718,13369
1719,3306
1720,3239
1721,3483
1722,2766
1723,3647
1724,3743
1725,10880
1726,2961
1727,11399
1728,4455
1729,13680
1730,13825
1731,14172
1732,14436
1733,14994
1734,14499
1735,5036
1736,14709
1737,15139
1738,14360
1739,15586
1740,14471
1741,14560
1742,0
1743,15021
1744,14740
1745,15049
1746,0
1747,0
1748,14725
1749,0
1750,0
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,1533
1758,2566
1759,0
1760,10768
1761,3480
1762,0
1763,0
1764,3493
1765,3452
1766,0
1767,2246
1768,2460
1769,2320
1770,2784
1771,2418
1772,0
1773,0
1774,0
1775,0
1776,10849
1777,11401
1778,0
1779,0
1780,0
1781,3171
1782,2852
1783,3098
1784,2931
1785,0
1786,3239
1787,2652
1788,2284
1789,0
1790,5132
1791,15859
1792,14839
1793,14097
1794,13460
1795,13261
1796,14315
1797,14341
1798,14387
1799,0
1800,0
1801,2695
1802,2809
1803,3068
1804,3148
1805,15490
1806,17170
1807,16777
1808,15887
1809,5085
1810,12911
1811,13502
1812,14303
1813,13893
1814,13232
1815,13841
1816,15916
1817,15849
1818,13244
1819,15486
1820,15138
1821,14872
1822,15169
1823,15044
1824,15288
1825,17234
1826,16237
1827,16111
1828,15789
1829,5215
1830,15841
1831,14788
1832,14953
1833,0
1834,4806
1835,0
1836,0
1837,0
1838,0
1839,0
1840,0
1841,0
1842,15715
1843,2041
1844,2042
1845,2556
1846,1924
1847,2160
1848,1461
1849,1442
1850,1245
1851,1192
1852,1846
1853,1783
1854,2042
1855,5901
1856,0
1857,1617
1858,1184
1859,1239
1860,1421
1861,1091
1862,0
1863,0
1864,0
1865,3308
1866,3202
1867,1475
1868,0
1869,0
1870,2557
1871,1841
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,0
1880,2943
1881,3304
1882,2670
1883,2313
1884,1993
1885,0
1886,2489
1887,2257
1888,2142
1889,6698
1890,0
1891,14128
1892,14298
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,3125
1900,0
1901,3016
1902,2259
1903,0
1904,2572
1905,6201
1906,3571
1907,3870
1908,16538
1909,1967
1910,19325
1911,2719
1912,3725
1913,1963
1914,0
1915,4612
1916,6102
1917,443
1918,4937
1919,3843
1920,828
1921,3231
1922,6340
1923,6958
1924,2918
1925,3885
1926,4672
1927,4952
1928,4919
1929,4145
1930,5080
1931,3777
1932,4292
1933,4201
1934,4238
1935,4085
1936,3840
1937,6115
1938,5621
1939,5607
1940,5622
1941,4673
1942,3473
1943,3106
1944,3883
1945,4367
1946,2622
1947,2915
1948,6158
1949,4989
1950,3538
1951,3901
1952,4253
1953,3583
1954,3846
1955,4097
1956,4292
1957,5584
1958,7224
1959,5350
1960,6198
1961,6226
1962,5699
1963,4342
1964,5238
1965,4751
1966,3233
1967,3373
1968,3518
1969,2441
1970,930
1971,4369
1972,1743
1973,3021
1974,1539
1975,1199
1976,1356
1977,1039
1978,3087
1979,2296
1980,2173
1981,2094
1982,2576
1983,2614
1984,2498
1985,6878
1986,0
1987,12262
1988,3494
1989,3373
1990,3135
1991,1096
1992,1444
1993,2435
1994,2485
1995,6226
1996,6461
1997,5745
1998,7066
1999,7145
2000,20167
2001,5479
2002,5437
2003,5787
2004,5887
2005,5997
2006,5819
2007,20114
2008,19244
2009,20132
2010,19957
2011,5605
2012,6132
2013,14133
2014,17808
2015,17778
2016,6846
2017,6376
2018,6047
2019,6429
2020,6378
2021,4799
2022,6334
2023,5233
2024,12230
2025,5805
2026,7231
2027,19254
2028,20371
2029,18269
2030,19520
2031,19312
2032,6293
2033,6178
2034,20664
2035,17922
2036,17006
2037,20360
2038,19139
2039,19971
2040,6010
2041,5971
2042,20124
2043,8557
2044,19229
2045,19080
2046,19643
2047,19799
2048,20164
2049,20067
2050,19120
2051,18798
2052,19210
2053,11397
2054,19205
2055,11564
2056,17131
2057,20041
2058,20538
2059,5316
2060,19564
2061,19292
2062,20056
2063,20100
2064,20139
2065,20706
2066,18360
2067,18809
2068,4607
2069,18188
2070,5692
2071,7163
2072,5128
2073,2900
2074,4137
2075,5400
2076,4374
2077,3461
2078,5881
2079,4122
2080,19946
2081,20365
2082,20329
2083,18869
2084,18407
2085,17557
2086,17521
2087,18909
2088,6331
2089,5477
2090,4598
2091,5577
2092,4988
2093,4655
2094,5564
2095,4980
2096,5766
2097,17811
2098,0
2099,17323
2100,19810
2101,19830
2102,17983
2103,19027
2104,1531
2105,5254
2106,17063
2107,17203
2108,17112
2109,16587
2110,16406
2111,5241
2112,19503
2113,16747
2114,18982
2115,16795
2116,5821
2117,12986
2118,17193
2119,17574
2120,17432
2121,17247
2122,16943
2123,19933
2124,19846
2125,18255
2126,19925
2127,20002
2128,5526
2129,11163
2130,18222
2131,17682
2132,18568
2133,6768
2134,3064
2135,4837
2136,18314
2137,19579
2138,17033
2139,17739
2140,5646
2141,19184
2142,16761
2143,17143
2144,18625
2145,19533
2146,19694
2147,17945
2148,18146
2149,16631
2150,17732
2151,4149
2152,4164
2153,4508
2154,4656
2155,4080
2156,5795
2157,4781
2158,4619
2159,6244
2160,6318
2161,6294
2162,4298
2163,5210
2164,5067
2165,4218
2166,9394
2167,4778
2168,4612
2169,4178
2170,8830
2171,4845
2172,19883
2173,19592
2174,4154
2175,18267
2176,6992
2177,20315
2178,4738
2179,5889
2180,19221
2181,4984
2182,5169
2183,4250
2184,4459
2185,19682
2186,11065
2187,18020
2188,18368
2189,17507
2190,5427
2191,4859
2192,5256
2193,5322
2194,6580
2195,5484
2196,6376
2197,5930
2198,5041
2199,5163
2200,5345
2201,6215
2202,5079
2203,5652
2204,5039
2205,5120
2206,6218
2207,5090
2208,5082
2209,4452
2210,4606
2211,2355
2212,5878
2213,4720
2214,6546
2215,6299
2216,5978
2217,5716
2218,5565
2219,5946
2220,5509
2221,5675
2222,16962
2223,17034
2224,6150
2225,16897
2226,17066
2227,5023
2228,5260
2229,4507
2230,4777
2231,6243
2232,5473
2233,4714
2234,12615
2235,5944
2236,5595
2237,5539
2238,5344
2239,5200
2240,16588
2241,5289
2242,5546
2243,4652
2244,5524
2245,5390
2246,16496
2247,16519
2248,6918
2249,5806
2250,7082
2251,6928
2252,5804
2253,6674
2254,6021
2255,6971
2256,6089
2257,5709
2258,6314
2259,7302
2260,3781
2261,6898
2262,6357
2263,6436
2264,6723
2265,6056
2266,5343
2267,5229
2268,6639
2269,6438
2270,6734
2271,8193
2272,6371
2273,8203
2274,16606
2275,6778
2276,16518
2277,5272
2278,7011
2279,4991
2280,6069
2281,4973
2282,5330
2283,1685
2284,15051
2285,4815
2286,7186
2287,4734
2288,5291
2289,5945
2290,5680
2291,6499
2292,15144
2293,6239
2294,5028
2295,4306
2296,2499
2297,3333
2298,5689
2299,5809
2300,5178
2301,4442
2302,5184
2303,2541
2304,8016
2305,5631
2306,5761
2307,6494
2308,5550
2309,4717
2310,4521
2311,4393
2312,9923
2313,19782
2314,4139
2315,5371
2316,5247
2317,5091
2318,5484
2319,5649
2320,5129
2321,5121
2322,4845
2323,5046
2324,4590
2325,5098
2326,4571
2327,4652
2328,4640
2329,4784
2330,5749
2331,5733
2332,5071
2333,5112
2334,4782
2335,4728
2336,4692
2337,4758
2338,4538
2339,4716
2340,4993
2341,4912
2342,4800
2343,5179
2344,5225
2345,5845
2346,5700
2347,5497
2348,5306
2349,6229
2350,6477
2351,6211
2352,6104
2353,6075
2354,5996
2355,5890
2356,6045
2357,6011
2358,6030
2359,6150
2360,6468
2361,6452
2362,6568
2363,5049
2364,4938
2365,5160
2366,5106
2367,5184
2368,5204
2369,5194
2370,5172
2371,5107
2372,6326
2373,6329
2374,6170
2375,6265
2376,6326
2377,5782
2378,5286
2379,5246
2380,6321
2381,6029
2382,6660
2383,6416
2384,6283
2385,5929
2386,5864
2387,5790
2388,6278
2389,6279
2390,6140
2391,5873
2392,5986
2393,5995
2394,5908
2395,6144
2396,4468
2397,5805
2398,5435
2399,4410
2400,4741
2401,5088
2402,5468
2403,4921
2404,4370
2405,4451
2406,5246
2407,4727
2408,4523
2409,4717
2410,5325
2411,5450
2412,4747
2413,5628
2414,5461
2415,4646
2416,4148
2417,4956
2418,4407
2419,4203
2420,4309
2421,4106
2422,4251
2423,4449
2424,4463
2425,2150
2426,2131
2427,2717
2428,2660
2429,3290
2430,4570
2431,4411
2432,5058
2433,3633
2434,4698
2435,5289
2436,5475
2437,5310
2438,5684
2439,3847
2440,6228
2441,3117
2442,4516
2443,4754
2444,4684
2445,4489
2446,5355
2447,3694
2448,5877
2449,5516
2450,5521
2451,5834
2452,6104
2453,6172
2454,6230
2455,5725
2456,6036
2457,10023
2458,5419
2459,5695
2460,5359
2461,5291
2462,5309
2463,5181
2464,5130
2465,5346
2466,5245
2467,9429
2468,5672
2469,5220
2470,5583
2471,5353
2472,5240
2473,5362
2474,5581
2475,5040
2476,4971
2477,4896
2478,5157
2479,4966
2480,4840
2481,5440
2482,5328
2483,5006
2484,9436
2485,9410
2486,9401
2487,5557
2488,9517
2489,9459
2490,9369
2491,9401
2492,5181
2493,5175
2494,9241
2495,4570
2496,7668
2497,4697
2498,5175
2499,4496
2500,4394
2501,4375
2502,4763
2503,5278
2504,5252
2505,4342
2506,5236
2507,5548
2508,5664
2509,4654
2510,6281
2511,4592
2512,5024
2513,4255
2514,3967
2515,3384
2516,5638
2517,5430
2518,5039
2519,5146
2520,4844
2521,4700
2522,5081
2523,16413
2524,5182
2525,4810
2526,16169
2527,4985
2528,0
2529,4345
2530,4881
2531,4407
2532,5229
2533,4673
2534,4488
2535,3945
2536,5471
2537,5499
2538,5031
2539,5050
2540,5588
