,transit
734,2458
735,1578
736,2650
737,2998
738,5343
739,3385
740,2536
741,3746
742,3340
743,2799
744,5007
745,2022
746,2981
747,2094
748,2325
749,1735
750,1770
751,2848
752,1552
753,4727
754,3270
755,3262
756,2240
757,3005
758,2297
759,2738
760,3626
761,2626
762,2828
763,2656
764,2254
765,1968
766,1612
767,1879
768,2565
769,3265
770,2827
771,2802
772,1796
773,2593
774,3422
775,1540
776,3752
777,3818
778,3473
779,3177
780,3852
781,3008
782,3241
783,2880
784,2735
785,4592
786,1967
787,1938
788,1884
789,1827
790,1541
791,1269
792,168
793,1384
794,1145
795,2042
796,1446
797,1126
798,1644
799,2037
800,1204
801,1515
802,3804
803,4366
804,3426
805,3535
806,4283
807,3691
808,4230
809,3885
810,3983
811,4060
812,4827
813,4294
814,4381
815,3464
816,3660
817,4126
818,4554
819,4514
820,3104
821,2821
822,2834
823,3187
824,2393
825,3116
826,2746
827,2183
828,3666
829,3449
830,2341
831,4610
832,2218
833,2141
834,1643
835,2522
836,1391
837,5211
838,2347
839,5350
840,2348
841,2932
842,2545
843,3312
844,3939
845,4639
846,3819
847,5344
848,3430
849,2404
850,2634
851,1934
852,839
853,2584
854,3202
855,2421
856,2441
857,2730
858,3994
859,5501
860,7061
861,4498
862,6524
863,4125
864,5477
865,4852
866,4557
867,4322
868,3817
869,3706
870,3683
871,4944
872,1545
873,3090
874,3521
875,2928
876,2464
877,2339
878,5063
879,4427
880,1506
881,4582
882,5479
883,5619
884,3541
885,976
886,2711
887,2477
888,2630
889,2549
890,1755
891,1541
892,2194
893,2044
894,2643
895,2184
896,3959
897,1825
898,1689
899,1952
900,2157
901,2719
902,3615
903,3564
904,1756
905,3225
906,3130
907,3109
908,3434
909,4458
910,3550
911,3403
912,3736
913,4161
914,4366
915,3808
916,3503
917,3602
918,3277
919,4280
920,2100
921,1119
922,1933
923,1242
924,685
925,1405
926,1997
927,2874
928,2087
929,1511
930,1098
931,572
932,1166
933,1436
934,858
935,916
936,570
937,619
938,299
939,1504
940,1782
941,2038
942,1700
943,3042
944,1868
945,2997
946,2129
947,1928
948,1628
949,1874
950,1862
951,984
952,0
953,2496
954,2299
955,3923
956,4076
957,3918
958,3933
959,3794
960,3717
961,1994
962,3883
963,4202
964,4623
965,4047
966,4036
967,3248
968,5039
969,4774
970,4758
971,4764
972,5407
973,4241
974,5110
975,4886
976,3316
977,3390
978,3186
979,4374
980,3990
981,4514
982,4646
983,2577
984,3064
985,2420
986,2581
987,2550
988,3606
989,3378
990,757
991,625
992,2778
993,2444
994,2497
995,4110
996,4979
997,3268
998,2703
999,2581
1000,2890
1001,3165
1002,2809
1003,1797
1004,2421
1005,4522
1006,3597
1007,2684
1008,0
1009,5825
1010,20407
1011,0
1012,0
1013,2175
1014,1471
1015,1815
1016,1690
1017,2198
1018,2050
1019,3022
1020,3348
1021,2030
1022,4340
1023,4092
1024,418
1025,690
1026,1261
1027,5123
1028,1967
1029,2425
1030,3684
1031,1184
1032,2400
1033,1636
1034,1170
1035,404
1036,408
1037,2505
1038,1975
1039,2747
1040,3739
1041,3630
1042,4068
1043,3702
1044,4732
1045,4525
1046,5885
1047,5161
1048,5048
1049,5376
1050,3410
1051,4519
1052,1034
1053,2179
1054,4001
1055,4772
1056,5302
1057,21236
1058,1921
1059,1835
1060,3780
1061,5024
1062,19099
1063,2602
1064,1140
1065,4509
1066,4183
1067,2806
1068,4254
1069,4300
1070,5829
1071,5789
1072,315
1073,4561
1074,3829
1075,5121
1076,3243
1077,1162
1078,391
1079,975
1080,2703
1081,6656
1082,4902
1083,5725
1084,1285
1085,6017
1086,2842
1087,5544
1088,1213
1089,4262
1090,2800
1091,2454
1092,4210
1093,5069
1094,5037
1095,4840
1096,0
1097,2477
1098,2465
1099,3695
1100,3151
1101,2974
1102,1924
1103,2677
1104,3281
1105,3048
1106,2712
1107,2369
1108,2765
1109,3649
1110,4278
1111,4031
1112,4696
1113,1249
1114,1809
1115,1860
1116,3184
1117,2023
1118,3612
1119,4442
1120,4091
1121,4684
1122,4812
1123,4544
1124,4659
1125,4701
1126,2950
1127,5012
1128,5066
1129,5504
1130,5542
1131,5712
1132,3536
1133,3166
1134,4253
1135,1827
1136,2019
1137,1923
1138,4283
1139,3978
1140,3567
1141,3852
1142,0
1143,2616
1144,2337
1145,3439
1146,2915
1147,3518
1148,3019
1149,1353
1150,713
1151,5463
1152,3592
1153,2220
1154,2423
1155,5456
1156,2286
1157,4965
1158,5271
1159,619
1160,3907
1161,2585
1162,3324
1163,1965
1164,4884
1165,5690
1166,4224
1167,2356
1168,2437
1169,2277
1170,3420
1171,3996
1172,3542
1173,3783
1174,3837
1175,2958
1176,3608
1177,2463
1178,2786
1179,2484
1180,2990
1181,2465
1182,1993
1183,2442
1184,2169
1185,2672
1186,5046
1187,5040
1188,2920
1189,3079
1190,4733
1191,4719
1192,4076
1193,4360
1194,5269
1195,4778
1196,2817
1197,2352
1198,1999
1199,2030
1200,2284
1201,1265
1202,2080
1203,1294
1204,1432
1205,1712
1206,1589
1207,2950
1208,1892
1209,2536
1210,2162
1211,650
1212,1616
1213,1470
1214,1431
1215,1211
1216,2948
1217,2319
1218,4471
1219,3906
1220,3898
1221,3986
1222,4011
1223,3798
1224,4299
1225,3939
1226,4733
1227,4701
1228,4260
1229,4462
1230,2824
1231,4369
1232,4355
1233,3524
1234,4377
1235,3707
1236,3607
1237,3463
1238,6407
1239,6228
1240,4757
1241,4040
1242,6322
1243,6137
1244,5148
1245,4744
1246,4674
1247,5063
1248,4215
1249,4532
1250,4142
1251,4604
1252,4574
1253,5603
1254,5563
1255,4190
1256,4618
1257,4146
1258,2832
1259,2302
1260,4234
1261,3635
1262,3344
1263,4698
1264,4146
1265,3387
1266,3507
1267,3883
1268,3694
1269,3743
1270,6360
1271,3525
1272,3291
1273,3380
1274,3664
1275,3147
1276,2751
1277,3290
1278,4032
1279,4562
1280,2247
1281,2015
1282,1759
1283,1823
1284,2478
1285,2751
1286,3681
1287,3724
1288,2661
1289,2802
1290,2823
1291,3679
1292,2534
1293,2360
1294,2748
1295,2382
1296,2427
1297,2583
1298,1803
1299,2090
1300,1837
1301,2829
1302,1906
1303,2028
1304,4973
1305,5030
1306,2901
1307,2671
1308,3071
1309,2745
1310,2690
1311,3916
1312,4312
1313,3631
1314,3607
1315,3721
1316,3724
1317,4995
1318,2712
1319,3480
1320,3736
1321,3956
1322,1591
1323,2180
1324,1961
1325,1452
1326,2253
1327,842
1328,1980
1329,1538
1330,3170
1331,2057
1332,1433
1333,2477
1334,2768
1335,2701
1336,1938
1337,1594
1338,2108
1339,2006
1340,405
1341,929
1342,1003
1343,801
1344,1175
1345,1014
1346,1137
1347,1061
1348,1296
1349,1024
1350,1067
1351,2459
1352,4422
1353,5099
1354,4695
1355,4710
1356,4776
1357,5280
1358,4667
1359,2978
1360,4525
1361,4540
1362,4332
1363,2045
1364,1675
1365,3258
1366,3967
1367,5008
1368,3051
1369,5532
1370,4728
1371,4213
1372,3734
1373,3668
1374,5106
1375,4052
1376,4130
1377,3440
1378,4526
1379,5115
1380,5876
1381,4024
1382,5859
1383,4069
1384,2146
1385,2169
1386,2410
1387,3323
1388,3330
1389,2432
1390,2629
1391,3570
1392,2985
1393,3048
1394,2773
1395,2521
1396,4312
1397,3705
1398,2446
1399,3724
1400,3351
1401,3509
1402,3433
1403,3644
1404,3318
1405,4287
1406,4318
1407,4432
1408,3821
1409,4084
1410,3995
1411,3645
1412,3789
1413,4026
1414,3738
1415,4520
1416,3888
1417,4108
1418,3561
1419,3349
1420,3177
1421,3046
1422,3845
1423,2960
1424,3790
1425,3118
1426,2973
1427,2007
1428,3619
1429,3387
1430,3231
1431,3106
1432,3131
1433,3182
1434,3088
1435,1806
1436,4745
1437,2099
1438,4033
1439,4242
1440,3024
1441,2685
1442,1798
1443,1879
1444,946
1445,563
1446,396
1447,699
1448,1014
1449,2943
1450,3564
1451,3906
1452,4314
1453,4346
1454,4634
1455,4144
1456,3635
1457,4145
1458,4010
1459,4274
1460,4102
1461,2481
1462,3916
1463,5906
1464,1909
1465,0
1466,1898
1467,2221
1468,3911
1469,3611
1470,4374
1471,2562
1472,2370
1473,3179
1474,2818
1475,2490
1476,2135
1477,1758
1478,1992
1479,2386
1480,1593
1481,2366
1482,1844
1483,3806
1484,4781
1485,3327
1486,2684
1487,2420
1488,2119
1489,1745
1490,2935
1491,860
1492,528
1493,726
1494,579
1495,2788
1496,3709
1497,3202
1498,4604
1499,3611
1500,4098
1501,4290
1502,5403
1503,4663
1504,5254
1505,4420
1506,3013
1507,3169
1508,2978
1509,3732
1510,4873
1511,5038
1512,4980
1513,5093
1514,3201
1515,4356
1516,4206
1517,3963
1518,3962
1519,4377
1520,4543
1521,3582
1522,2575
1523,3550
1524,2422
1525,2987
1526,4884
1527,2776
1528,3084
1529,3565
1530,3880
1531,3647
1532,2636
1533,2803
1534,2741
1535,2594
1536,3602
1537,394
1538,292
1539,0
1540,781
1541,1477
1542,1440
1543,628
1544,732
1545,3836
1546,3369
1547,3568
1548,1530
1549,2478
1550,3179
1551,2158
1552,3659
1553,3794
1554,2872
1555,3091
1556,2456
1557,3253
1558,1104
1559,1479
1560,1568
1561,1002
1562,1177
1563,2787
1564,2296
1565,490
1566,623
1567,4698
1568,3888
1569,2997
1570,4244
1571,5152
1572,4026
1573,4956
1574,4221
1575,4440
1576,2851
1577,2126
1578,4642
1579,3505
1580,3762
1581,2718
1582,5092
1583,5102
1584,3895
1585,1590
1586,1244
1587,1750
1588,3753
1589,2994
1590,2590
1591,2454
1592,2562
1593,1654
1594,1844
1595,1889
1596,1928
1597,1799
1598,4780
1599,3412
1600,2065
1601,2787
1602,2316
1603,3162
1604,2505
1605,3309
1606,3920
1607,2276
1608,1066
1609,1903
1610,1726
1611,1466
1612,1597
1613,1405
1614,964
1615,2297
1616,538
1617,739
1618,668
1619,885
1620,745
1621,821
1622,785
1623,785
1624,2947
1625,3270
1626,3068
1627,4038
1628,3988
1629,4091
1630,4223
1631,4384
1632,4515
1633,2647
1634,3641
1635,5188
1636,5677
1637,5217
1638,4761
1639,3912
1640,4532
1641,4118
1642,4798
1643,3871
1644,4004
1645,5049
1646,3825
1647,3416
1648,3353
1649,2382
1650,3413
1651,3283
1652,2443
1653,2257
1654,2797
1655,2596
1656,2119
1657,4630
1658,4516
1659,4291
1660,3513
1661,3432
1662,3059
1663,4693
1664,4945
1665,3145
1666,4266
1667,6597
1668,5362
1669,3121
1670,2757
1671,3409
1672,2148
1673,830
1674,1111
1675,864
1676,974
1677,1247
1678,1063
1679,1267
1680,1105
1681,1352
1682,1248
1683,2214
1684,2091
1685,2379
1686,2705
1687,2206
1688,1890
1689,2100
1690,1703
1691,1946
1692,1938
1693,1812
1694,1722
1695,1406
1696,1097
1697,1446
1698,1320
1699,1464
1700,1214
1701,1291
1702,1087
1703,1424
1704,3363
1705,3492
1706,2918
1707,2770
1708,1358
1709,2247
1710,1829
1711,1637
1712,1463
1713,1231
1714,802
1715,1153
1716,1655
1717,1471
1718,1193
1719,1624
1720,1569
1721,1714
1722,1935
1723,1614
1724,1046
1725,1088
1726,2706
1727,2940
1728,2994
1729,2937
1730,3292
1731,2617
1732,3410
1733,3542
1734,2556
1735,3209
1736,2470
1737,3019
1738,2758
1739,3191
1740,2734
1741,3526
1742,1439
1743,1642
1744,1463
1745,1136
1746,2029
1747,1711
1748,1656
1749,1700
1750,767
1751,1793
1752,452
1753,1206
1754,845
1755,916
1756,941
1757,749
1758,599
1759,432
1760,735
1761,1050
1762,1291
1763,754
1764,575
1765,552
1766,400
1767,645
1768,1983
1769,1940
1770,1595
1771,1802
1772,3661
1773,3979
1774,3330
1775,3587
1776,3238
1777,3373
1778,3448
1779,3273
1780,4493
1781,4768
1782,3704
1783,3442
1784,3378
1785,3403
1786,4305
1787,3949
1788,3561
1789,2725
1790,4121
1791,3941
1792,4766
1793,3536
1794,3846
1795,3909
1796,4503
1797,4122
1798,3490
1799,2942
1800,3206
1801,3603
1802,3719
1803,4101
1804,3385
1805,3659
1806,4082
1807,3894
1808,3290
1809,3217
1810,2849
1811,2599
1812,2320
1813,2484
1814,2612
1815,2746
1816,2539
1817,2818
1818,2347
1819,2752
1820,2746
1821,2594
1822,2962
1823,2582
1824,2595
1825,3230
1826,3212
1827,3236
1828,2600
1829,5308
1830,0
1831,1758
1832,1908
1833,1921
1834,2374
1835,2138
1836,2059
1837,2035
1838,4068
1839,1877
1840,1579
1841,1865
1842,2775
1843,2146
1844,3761
1845,2289
1846,1546
1847,1039
1848,725
1849,1100
1850,997
1851,718
1852,1163
1853,1254
1854,2393
1855,2700
1856,3342
1857,3012
1858,2776
1859,2693
1860,2507
1861,2609
1862,2526
1863,2435
1864,2832
1865,1814
1866,2427
1867,2386
1868,1704
1869,1295
1870,917
1871,1391
1872,1481
1873,1188
1874,1213
1875,1405
1876,1408
1877,1327
1878,1127
1879,1021
1880,3689
1881,3537
1882,3259
1883,3424
1884,3370
1885,1745
1886,1647
1887,1537
1888,1321
1889,1643
1890,2083
1891,1838
1892,2012
1893,1565
1894,1936
1895,1987
1896,2252
1897,1857
1898,2289
1899,2404
1900,2616
1901,1339
1902,3085
1903,3188
1904,3439
1905,2803
1906,2781
1907,3337
1908,3532
1909,3003
1910,2655
1911,1534
1912,1449
1913,2756
1914,3084
1915,3148
1916,2914
1917,2835
1918,2930
1919,3050
1920,3121
1921,3073
1922,2597
1923,3092
1924,3046
1925,2991
1926,2714
1927,2743
1928,3838
1929,2887
1930,3103
1931,3338
1932,3730
1933,3484
1934,3222
1935,3221
1936,2777
1937,3857
1938,3703
1939,3694
1940,3151
1941,3518
1942,3524
1943,3133
1944,3059
1945,3152
1946,3727
1947,3472
1948,3924
1949,4222
1950,3688
1951,4120
1952,3455
1953,4625
1954,4030
1955,3434
1956,3220
1957,3376
1958,3480
1959,3499
1960,4777
1961,4433
1962,3631
1963,2804
1964,3096
1965,3353
1966,2759
1967,3338
1968,3091
1969,1600
1970,1789
1971,1709
1972,1536
1973,1363
1974,2692
1975,2227
1976,1217
1977,1579
1978,1392
1979,1254
1980,1496
1981,1381
1982,916
1983,1480
1984,1293
1985,1635
1986,1470
1987,1411
1988,2602
1989,2901
1990,1940
1991,1417
1992,2132
1993,1691
1994,1088
1995,1359
1996,1055
1997,713
1998,546
1999,849
2000,1164
2001,1405
2002,716
2003,710
2004,1939
2005,2160
2006,2867
2007,1730
2008,1704
2009,1445
2010,4076
2011,4002
2012,3714
2013,4212
2014,3749
2015,3844
2016,4092
2017,4040
2018,4869
2019,4002
2020,3525
2021,4291
2022,4715
2023,3492
2024,4365
2025,4387
2026,3609
2027,3874
2028,3340
2029,3699
2030,3844
2031,3522
2032,3548
2033,4125
2034,4140
2035,3775
2036,3621
2037,4018
2038,3698
2039,3366
2040,3394
2041,4121
2042,3305
2043,3246
2044,3316
2045,3333
2046,3133
2047,3514
2048,3464
2049,3364
2050,3700
2051,4077
2052,2689
2053,3485
2054,3541
2055,4332
2056,4407
2057,4234
2058,3853
2059,3836
2060,3978
2061,3899
2062,3933
2063,4827
2064,4148
2065,3635
2066,4389
2067,3878
2068,4004
2069,3857
2070,4909
2071,5077
2072,3466
2073,3572
2074,4496
2075,3523
2076,3986
2077,4131
2078,3848
2079,4129
2080,3706
2081,2919
2082,2867
2083,2782
2084,2906
2085,2978
2086,2929
2087,3750
2088,3791
2089,3863
2090,5116
2091,4163
2092,3527
2093,3969
2094,4455
2095,3871
2096,4095
2097,3767
2098,0
2099,3575
2100,3859
2101,5210
2102,4910
2103,4043
2104,3906
2105,4228
2106,4187
2107,4443
2108,4315
2109,4351
2110,4332
2111,5128
2112,5067
2113,4271
2114,4836
2115,4515
2116,5448
2117,4978
2118,4942
2119,4028
2120,4300
2121,4459
2122,4971
2123,4931
2124,4831
2125,4266
2126,4385
2127,3061
2128,3521
2129,0
2130,4875
2131,4851
2132,4495
2133,3837
2134,4341
2135,4724
2136,4557
2137,4554
2138,4139
2139,3940
2140,3938
2141,4073
2142,3940
2143,4062
2144,4517
2145,4731
2146,4045
2147,4574
2148,3736
2149,4288
2150,4262
2151,3708
2152,4064
2153,3734
2154,3426
2155,3391
2156,4088
2157,4254
2158,4390
2159,4409
2160,4741
2161,3255
2162,3949
2163,3492
2164,4044
2165,3660
2166,4179
2167,4161
2168,4242
2169,4416
2170,4498
2171,4194
2172,4064
2173,4771
2174,4617
2175,3968
2176,3837
2177,4029
2178,4015
2179,4251
2180,4712
2181,4406
2182,5803
2183,4687
2184,4378
2185,4843
2186,4645
2187,3564
2188,2745
2189,2783
2190,2573
2191,2445
2192,3006
2193,2831
2194,2696
2195,2721
2196,2176
2197,2386
2198,3241
2199,2741
2200,3271
2201,2726
2202,3115
2203,2112
2204,2604
2205,1334
2206,3825
2207,3730
2208,3408
2209,3064
2210,3105
2211,2952
2212,4332
2213,3931
2214,3524
2215,3318
2216,3195
2217,2692
2218,6051
2219,5105
2220,4496
2221,5014
2222,5096
2223,5310
2224,4877
2225,4895
2226,4911
2227,4738
2228,4901
2229,4757
2230,4490
2231,0
2232,0
2233,4686
2234,5018
2235,2237
2236,2092
2237,2746
2238,2647
2239,2493
2240,2087
2241,3325
2242,2662
2243,2324
2244,2015
2245,2768
2246,2847
2247,2540
2248,2620
2249,3568
2250,2162
2251,2263
2252,4363
2253,4062
2254,2223
2255,1971
2256,2823
2257,2745
2258,3177
2259,2156
2260,2120
2261,3226
2262,3109
2263,3476
2264,2266
2265,1599
2266,2333
2267,2159
2268,2381
2269,1944
2270,1847
2271,3755
2272,2886
2273,3811
2274,627
2275,1078
2276,3910
2277,3218
2278,4905
2279,3195
2280,4031
2281,3385
2282,3762
2283,4862
2284,2412
2285,2627
2286,3029
2287,2331
2288,2686
2289,2611
2290,2106
2291,3053
2292,1055
2293,2530
2294,2628
2295,3187
2296,2992
2297,1212
2298,1084
2299,4053
2300,4121
2301,4161
2302,3224
2303,2351
2304,4876
2305,2103
2306,3527
2307,3032
2308,2885
2309,904
2310,752
2311,2159
2312,4386
2313,2977
2314,3108
2315,2512
2316,706
2317,3174
2318,3132
2319,4633
2320,3973
2321,4196
2322,4052
2323,2609
2324,3587
2325,2424
2326,5432
2327,1045
2328,1458
2329,1192
2330,1094
2331,689
2332,2023
2333,2818
2334,4271
2335,3281
2336,3971
2337,4009
2338,1033
2339,3144
2340,2456
2341,1394
2342,1192
2343,3182
2344,1227
2345,1428
2346,1417
2347,3303
2348,2903
2349,2889
2350,2746
2351,3074
2352,2458
2353,3711
2354,2424
2355,2114
2356,1222
2357,1617
2358,1292
2359,2496
2360,1402
2361,720
2362,751
2363,756
2364,2244
2365,1600
2366,4153
2367,3706
2368,3406
2369,2771
2370,3627
2371,4179
2372,4551
2373,4775
2374,3732
2375,0
2376,3819
2377,3787
2378,4207
2379,4915
2380,2162
2381,3018
2382,2187
2383,3345
2384,3420
2385,3084
2386,4700
2387,0
2388,4187
2389,2813
2390,1421
2391,1475
2392,1370
2393,1439
2394,2692
2395,1599
2396,1324
2397,1362
2398,1019
2399,0
2400,3826
2401,3297
2402,4144
2403,3520
2404,4040
2405,3502
2406,5121
2407,4113
2408,1979
2409,2988
2410,2439
2411,2491
2412,2760
2413,1216
2414,1339
2415,1039
2416,1396
2417,1929
2418,2988
2419,3654
2420,2672
2421,1625
2422,2769
2423,3746
2424,3953
2425,3688
2426,4173
2427,3132
2428,2518
2429,3959
2430,3374
2431,3698
2432,3956
2433,3695
2434,2374
2435,2451
2436,3885
2437,4875
2438,3832
2439,2065
2440,1084
2441,2370
2442,2158
2443,1803
2444,1366
2445,1462
2446,1553
2447,1535
2448,1442
2449,2266
2450,1885
2451,2639
2452,2907
2453,2382
2454,2982
2455,3598
2456,3121
2457,3507
2458,2489
2459,3097
2460,2979
2461,3485
2462,1772
2463,1401
2464,1916
2465,2634
2466,2520
2467,1893
2468,678
2469,1343
2470,582
2471,542
2472,3082
2473,3701
2474,3898
2475,4832
2476,4594
2477,5108
2478,3642
2479,3002
2480,3103
2481,4226
2482,4090
2483,4593
2484,3151
2485,3394
2486,3128
2487,2148
2488,4068
2489,3224
2490,4236
2491,2969
2492,3164
2493,1909
2494,1008
2495,1239
2496,1753
2497,2808
2498,2580
2499,2219
2500,2459
2501,2299
2502,2368
2503,1193
2504,1037
2505,925
2506,938
2507,1062
2508,1246
2509,1676
2510,1867
2511,1754
2512,1844
2513,2200
2514,1346
2515,2560
2516,2527
2517,2393
2518,3393
2519,3470
2520,2600
2521,2714
2522,2875
